per capita income,median household income,median family income,population,number of households,state_nums
36087,68984,84957,540669,219562,5
36087,68984,84957,540669,219562,5
36087,68984,84957,540669,219562,5
36087,68984,84957,540669,219562,5
36087,68984,84957,540669,219562,5
38011,67956,92667,301072,120521,5
38011,67956,92667,301072,120521,5
38011,67956,92667,301072,120521,5
38011,67956,92667,301072,120521,5
38011,67956,92667,301072,120521,5
36087,68984,84957,540669,219562,5
26603,57022,66941,56687,20163,5
26603,57022,66941,56687,20163,5
33251,50313,63705,619297,266069,5
33251,50313,63705,619297,266069,5
36087,68984,84957,540669,219562,5
33251,50313,63705,619297,266069,5
36077,82118,89653,23295,8240,5
33251,50313,63705,619297,266069,5
26603,57022,66941,56687,20163,5
26603,57022,66941,56687,20163,5
28867,57125,70728,634423,237039,5
42255,47083,68438,761,393,5
28867,57125,70728,634423,237039,5
28867,57125,70728,634423,237039,5
28867,57125,70728,634423,237039,5
23548,43188,49245,25512,10688,5
28867,57125,70728,634423,237039,5
24577,53231,68822,13447,5062,5
41716,67259,89583,9048,4024,5
33251,50313,63705,619297,266069,5
33251,50313,63705,619297,266069,5
33251,50313,63705,619297,266069,5
33251,50313,63705,619297,266069,5
17316,34526,44338,8256,3099,5
25468,57180,66840,258780,90465,5
31684,64664,74418,14535,5227,5
30740,58626,76194,305798,121423,5
24771,42078,51539,30659,12671,5
30740,58626,76194,305798,121423,5
28867,57125,70728,634423,237039,5
30740,58626,76194,305798,121423,5
30740,58626,76194,305798,121423,5
22180,42261,53089,15136,5992,5
36087,68984,84957,540669,219562,5
20726,34600,41154,6200,2692,5
30740,58626,76194,305798,121423,5
30740,58626,76194,305798,121423,5
28867,57125,70728,634423,237039,5
28867,57125,70728,634423,237039,5
28867,57125,70728,634423,237039,5
30740,58626,76194,305798,121423,5
30740,58626,76194,305798,121423,5
28867,57125,70728,634423,237039,5
37442,77998,96787,57171,22016,5
27182,46504,59631,18063,7832,5
25468,57180,66840,258780,90465,5
25468,57180,66840,258780,90465,5
25468,57180,66840,258780,90465,5
25468,57180,66840,258780,90465,5
25468,57180,66840,258780,90465,5
27182,46504,59631,18063,7832,5
33251,50313,63705,619297,266069,5
33015,64601,72229,4475,1943,5
51814,72745,93981,17173,7507,5
36087,68984,84957,540669,219562,5
19078,33848,41943,18817,7427,5
30740,58626,76194,305798,121423,5
21850,44157,57538,8189,3046,5
25468,57180,66840,258780,90465,5
25936,43606,60714,1371,648,5
27893,59333,74484,118115,44018,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
33782,66583,82076,274090,107066,6
48721,82283,104250,926233,332655,6
48721,82283,104250,926233,332655,6
39992,76994,98501,165690,66141,6
39992,76994,98501,165690,66141,6
39992,76994,98501,165690,66141,6
39992,76994,98501,165690,66141,6
48721,82283,104250,926233,332655,6
39992,76994,98501,165690,66141,6
48721,82283,104250,926233,332655,6
48721,82283,104250,926233,332655,6
39992,76994,98501,165690,66141,6
48721,82283,104250,926233,332655,6
48721,82283,104250,926233,332655,6
34698,64967,81805,895827,347874,6
34698,64967,81805,895827,347874,6
34698,64967,81805,895827,347874,6
34698,64967,81805,895827,347874,6
34698,64967,81805,895827,347874,6
34698,64967,81805,895827,347874,6
34698,64967,81805,895827,347874,6
34698,64967,81805,895827,347874,6
34698,64967,81805,895827,347874,6
37667,71338,87945,188629,75755,6
39992,76994,98501,165690,66141,6
34392,80529,95996,152366,54327,6
48721,82283,104250,926233,332655,6
37667,71338,87945,188629,75755,6
37667,71338,87945,188629,75755,6
37667,71338,87945,188629,75755,6
32523,61996,79408,862611,328013,6
32523,61996,79408,862611,328013,6
32523,61996,79408,862611,328013,6
32523,61996,79408,862611,328013,6
32523,61996,79408,862611,328013,6
32523,61996,79408,862611,328013,6
32523,61996,79408,862611,328013,6
32523,61996,79408,862611,328013,6
32523,61996,79408,862611,328013,6
34392,80529,95996,152366,54327,6
37667,71338,87945,188629,75755,6
34698,64967,81805,895827,347874,6
34392,80529,95996,152366,54327,6
34392,80529,95996,152366,54327,6
34392,80529,95996,152366,54327,6
34392,80529,95996,152366,54327,6
32523,61996,79408,862611,328013,6
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
24851,55149,64414,165030,58524,7
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
24851,55149,64414,165030,58524,7
32406,64537,79954,542784,200739,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
24851,55149,64414,165030,58524,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
32406,64537,79954,542784,200739,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
32406,64537,79954,542784,200739,7
32406,64537,79954,542784,200739,7
26908,52710,61308,200632,76444,7
26908,52710,61308,200632,76444,7
45290,65830,79665,619371,263649,8
32858,52432,64260,1339221,526007,9
18660,39722,52627,8745,2710,9
18546,40455,44574,15793,5414,9
16011,34694,37317,13080,3843,9
26143,48323,59238,872598,330897,9
26286,44378,53586,161276,70545,9
26143,48323,59238,872598,330897,9
26143,48323,59238,872598,330897,9
26143,48323,59238,872598,330897,9
26143,48323,59238,872598,330897,9
28205,51251,61526,1784889,663458,9
28205,51251,61526,1784889,663458,9
32313,49052,61339,383094,170555,9
32313,49052,61339,383094,170555,9
21797,52691,59910,30824,10455,9
23441,43918,55382,300795,111689,9
32313,49052,61339,383094,170555,9
32313,49052,61339,383094,170555,9
32313,49052,61339,383094,170555,9
28205,51251,61526,1784889,663458,9
28205,51251,61526,1784889,663458,9
28205,51251,61526,1784889,663458,9
26286,44378,53586,161276,70545,9
26286,44378,53586,161276,70545,9
21992,39453,46538,333503,134002,9
18377,32497,40802,73683,28047,9
21184,44170,51029,14469,5347,9
21992,39453,46538,333503,134002,9
21285,43113,50944,610295,219540,9
28205,51251,61526,1784889,663458,9
28205,51251,61526,1784889,663458,9
28675,58175,68680,427184,147529,9
18431,35698,43716,42865,15712,9
16133,35425,40657,38346,11223,9
23441,43918,55382,300795,111689,9
32858,52432,64260,1339221,526007,9
32858,52432,64260,1339221,526007,9
32858,52432,64260,1339221,526007,9
18304,34348,41278,40289,15582,9
32858,52432,64260,1339221,526007,9
32858,52432,64260,1339221,526007,9
26196,46369,68516,278624,110377,9
26196,46369,68516,278624,110377,9
26196,46369,68516,278624,110377,9
26196,46369,68516,278624,110377,9
26196,46369,68516,278624,110377,9
26196,46369,68516,278624,110377,9
32858,52432,64260,1339221,526007,9
36836,64876,80707,197115,75558,9
23441,43918,55382,300795,111689,9
16266,39681,52230,8308,2305,9
16295,37716,46295,14655,4657,9
17385,38501,45152,24702,8533,9
28675,58175,68680,427184,147529,9
16845,35511,45713,19864,6808,9
27009,48039,59810,545667,220277,9
28600,54684,64668,185852,73253,9
16851,33981,42959,16234,6130,9
32858,52432,64260,1339221,526007,9
27009,48039,59810,545667,220277,9
19007,43891,47839,279837,90413,9
27009,48039,59810,545667,220277,9
36836,64876,80707,197115,75558,9
26577,59482,68078,192665,67805,9
36836,64876,80707,197115,75558,9
26861,57703,66006,155579,57368,9
27009,48039,59810,545667,220277,9
21285,43113,50944,610295,219540,9
23174,43100,49138,2549075,828031,9
21285,43113,50944,610295,219540,9
27348,47439,56847,633968,241531,9
23285,43413,50334,281015,106060,9
24183,45035,54237,300926,117250,9
24183,45035,54237,300926,117250,9
36439,55843,65980,328209,122972,9
36439,55843,65980,328209,122972,9
36439,55843,65980,328209,122972,9
19843,38328,48661,11554,4294,9
19852,49236,58850,27069,8216,9
36439,55843,65980,328209,122972,9
36439,55843,65980,328209,122972,9
36439,55843,65980,328209,122972,9
27504,48493,58068,98409,43507,9
17787,34570,43119,39642,12999,9
27504,48493,58068,98409,43507,9
17525,36809,48028,49326,16244,9
21411,41024,48461,173119,70210,9
24183,45035,54237,300926,117250,9
24183,45035,54237,300926,117250,9
15538,33833,40486,19070,6739,9
27348,47439,56847,633968,241531,9
27348,47439,56847,633968,241531,9
27348,47439,56847,633968,241531,9
27348,47439,56847,633968,241531,9
24877,47581,56830,1175416,415790,9
27348,47439,56847,633968,241531,9
24877,47581,56830,1175416,415790,9
24877,47581,56830,1175416,415790,9
27348,47439,56847,633968,241531,9
21411,41024,48461,173119,70210,9
24877,47581,56830,1175416,415790,9
27348,47439,56847,633968,241531,9
27348,47439,56847,633968,241531,9
27348,47439,56847,633968,241531,9
27348,47439,56847,633968,241531,9
33974,53607,63550,74213,28503,9
34057,49846,68003,147786,59891,9
27348,47439,56847,633968,241531,9
27348,47439,56847,633968,241531,9
24877,47581,56830,1175416,415790,9
24877,47581,56830,1175416,415790,9
17749,40259,49562,27981,8857,9
14675,32780,39384,14700,4696,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
28926,55315,63888,74163,28044,9
28926,55315,63888,74163,28044,9
17045,36356,42684,22660,7672,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
17615,35380,50314,46860,16662,9
29262,45535,59491,920015,401708,9
29262,45535,59491,920015,401708,9
29262,45535,59491,920015,401708,9
29262,45535,59491,920015,401708,9
29262,45535,59491,920015,401708,9
29262,45535,59491,920015,401708,9
23973,42457,53086,496268,195907,9
23973,42457,53086,496268,195907,9
24183,45035,54237,300926,117250,9
23973,42457,53086,496268,195907,9
23973,42457,53086,496268,195907,9
23973,42457,53086,496268,195907,9
13590,42660,48365,15307,3807,9
20072,35560,42866,98275,39931,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23174,43100,49138,2549075,828031,9
23148,39100,48013,140214,60319,9
27348,47439,56847,633968,241531,9
24857,42149,62139,249848,96043,9
25845,43640,56484,56590,22639,9
25845,43640,56484,56590,22639,9
25845,43640,56484,56590,22639,9
27149,49596,59894,1257913,471340,9
24498,47461,57295,170704,67561,9
27149,49596,59894,1257913,471340,9
27149,49596,59894,1257913,471340,9
27149,49596,59894,1257913,471340,9
24498,47461,57295,170704,67561,9
25845,43640,56484,56590,22639,9
24857,42149,62139,249848,96043,9
19306,38070,45003,67568,23604,9
30532,44772,56151,139356,58038,9
24857,42149,62139,249848,96043,9
25845,43640,56484,56590,22639,9
24857,42149,62139,249848,96043,9
24857,42149,62139,249848,96043,9
24857,42149,62139,249848,96043,9
20180,38406,46202,16917,6240,9
23174,43100,49138,2549075,828031,9
23736,43888,53807,468194,182707,9
24857,42149,62139,249848,96043,9
27149,49596,59894,1257913,471340,9
27149,49596,59894,1257913,471340,9
25845,43640,56484,56590,22639,9
15088,34963,38565,34651,10622,9
23736,43888,53807,468194,182707,9
24497,47233,53823,97301,35647,9
24498,47461,57295,170704,67561,9
24498,47461,57295,170704,67561,9
27348,47439,56847,633968,241531,9
15366,37125,40872,27336,7463,9
24497,47233,53823,97301,35647,9
24877,47581,56830,1175416,415790,9
27322,47876,58263,329487,131197,9
27322,47876,58263,329487,131197,9
18842,34572,46455,36008,13460,10
20371,35615,47473,25348,10009,10
19037,38425,52391,5017,1829,10
20363,49754,61761,23563,7776,10
18800,41016,49741,18139,6393,10
18821,37333,43597,21695,8135,10
18835,35817,41387,19907,7635,10
14381,25465,36500,1766,704,10
14204,28547,35307,17576,6110,10
14201,31068,33333,2396,932,10
23645,50853,58295,182841,61220,10
13865,30240,37668,14455,4887,10
19939,42549,50554,28044,9732,10
26724,46407,56221,80280,31547,10
13238,23451,32566,6007,1851,10
23626,52691,58918,133486,46295,10
13228,32928,38627,9110,2705,10
19497,40471,45728,102556,34450,10
18716,31189,46442,27229,10310,10
18592,34985,43780,17066,6308,10
22156,40009,47736,21399,9141,10
16460,32702,42933,9050,3185,10
18619,31671,38145,94220,35661,10
18622,32751,48719,46018,16338,10
21227,46147,54942,111160,39494,10
18625,34793,43935,48203,17632,10
20791,43832,48756,64899,23046,10
15694,32054,41477,23340,8131,10
16449,34888,44811,39504,14092,10
15734,30571,38759,25143,9290,10
21227,46147,54942,111160,39494,10
20042,48758,49808,12193,2613,10
12982,21192,28352,3133,1235,10
15861,31375,41818,4053,1382,10
27828,42565,51000,16091,6353,10
15958,30049,34500,8332,2758,10
15280,37587,47204,25343,7885,10
19082,35718,51458,2769,1129,10
19164,34239,40855,23614,9940,10
19177,40926,48810,55409,19066,10
21690,47087,55768,64606,23941,10
21690,43205,50830,16580,6325,10
18640,34848,46591,14455,5165,10
14510,29012,38617,14554,5133,10
26686,51383,59623,29486,11083,10
20001,39067,47747,18774,6970,10
19983,34035,42835,44692,17377,10
20231,41141,51561,18333,6772,10
19295,33060,50744,118864,41358,10
16171,31494,41707,23223,7881,10
21379,53274,58892,69933,23413,10
19643,36786,44610,18354,6934,10
19410,37894,46282,6817,2515,10
18933,34591,41712,40537,13691,10
28810,50856,60182,700308,264496,10
31482,69223,82259,32267,11426,10
28810,50856,60182,700308,264496,10
18933,34591,41712,40537,13691,10
28810,50856,60182,700308,264496,10
28810,50856,60182,700308,264496,10
28810,50856,60182,700308,264496,10
28810,50856,60182,700308,264496,10
24168,61837,67668,143845,47881,10
20908,43775,56826,30428,10999,10
24168,61837,67668,143845,47881,10
28810,50856,60182,700308,264496,10
20865,39963,50683,68481,26191,10
19431,39844,52500,27481,9525,10
28810,50856,60182,700308,264496,10
27330,53525,60910,22387,8506,10
25195,54893,66233,143205,52330,10
18897,37365,49499,111334,39722,10
18897,37365,49499,111334,39722,10
18897,37365,49499,111334,39722,10
27330,53525,60910,22387,8506,10
18910,39306,48610,43181,14805,10
20982,37550,49891,155524,56585,10
20526,37749,46486,201081,72281,10
18587,35840,52100,71190,25254,10
28810,50856,60182,700308,264496,10
28810,50856,60182,700308,264496,10
28810,50856,60182,700308,264496,10
18910,39306,48610,43181,14805,10
20526,37749,46486,201081,72281,10
19674,32260,41058,6054,2458,10
18933,34591,41712,40537,13691,10
14868,26986,39514,6592,1804,10
12381,25000,35795,9233,2742,10
19295,33060,50744,118864,41358,10
20982,37550,49891,155524,56585,10
26757,60813,70163,129397,46912,10
21022,47197,56223,100382,34567,10
20419,36570,45707,10551,4261,10
20493,45729,57399,14730,5201,10
16045,33228,40623,25670,9457,10
27556,64707,74513,31410,11230,10
23645,50853,58295,182841,61220,10
18998,36788,46369,10902,4067,10
19295,33060,50744,118864,41358,10
19295,33060,50744,118864,41358,10
21297,42192,49194,13748,5132,10
30949,69306,77373,128213,43975,10
21443,41161,50076,67776,24441,10
20500,40821,50563,96147,34646,10
21484,39068,54036,14142,4993,10
14757,26968,34739,16696,6220,10
19409,34419,46973,15885,6573,10
19783,41534,50251,64011,22997,10
19789,39993,49077,28594,10806,10
24485,51497,60290,28650,10384,10
20865,39963,50683,68481,26191,10
20641,35625,42909,7894,3394,10
22059,40670,51282,27400,11788,10
29615,67261,78328,218277,76144,10
12489,26634,33608,16391,5567,10
19295,33060,50744,118864,41358,10
29615,67261,78328,218277,76144,10
21317,39140,44624,28308,11513,10
18964,39909,49381,11708,4321,10
21484,50580,56113,100808,33840,10
20156,36073,46594,12961,3955,10
20556,41586,48796,12607,4620,10
25195,54893,66233,143205,52330,10
17641,30521,38173,8831,3317,10
24824,63030,69450,52961,17830,10
25933,47729,55030,17870,6513,10
26357,60104,67319,28631,9773,10
18234,34830,45934,21998,8618,10
25932,60445,66432,825911,266952,10
25932,60445,66432,825911,266952,10
25932,60445,66432,825911,266952,10
25932,60445,66432,825911,266952,10
17515,33652,45757,20982,7119,10
33069,63920,78058,699235,261242,10
25932,60445,66432,825911,266952,10
36757,56857,75658,948554,368184,10
36757,56857,75658,948554,368184,10
36757,56857,75658,948554,368184,10
16784,32258,42594,19174,7040,10
16836,32628,38007,9246,3351,10
36757,56857,75658,948554,368184,10
36757,56857,75658,948554,368184,10
33069,63920,78058,699235,261242,10
33069,63920,78058,699235,261242,10
25932,60445,66432,825911,266952,10
36757,56857,75658,948554,368184,10
33069,63920,78058,699235,261242,10
18059,30619,42523,27676,10525,10
36757,56857,75658,948554,368184,10
23247,53179,61088,60577,21293,10
16938,36070,41975,18409,6550,10
17684,36296,42577,15042,5509,10
22824,52369,60249,84397,29520,10
16807,36722,43634,9903,3250,10
22824,52369,60249,84397,29520,10
35344,79977,91574,107105,37930,10
34582,86569,99573,182916,58080,10
34582,86569,99573,182916,58080,10
26321,44764,51380,21241,8457,10
18336,39208,48675,41308,14645,10
16993,32424,38993,6689,2682,10
17019,27353,46696,3410,1374,10
17781,41550,48257,11775,4034,10
17025,32484,38765,45781,15918,10
17031,35693,41964,42841,14497,10
17815,30345,42792,6766,2586,10
17064,32046,37388,22669,8026,10
17078,27455,35017,8595,3681,10
17102,40111,50091,13080,3727,10
17609,28326,34176,8637,3166,10
25299,60781,67683,206349,69238,10
17120,28983,39534,10265,4083,10
17579,28853,40732,10787,4030,10
17565,26104,35490,8642,3354,10
8948,24382,31556,7746,2096,10
25932,60445,66432,825911,266952,10
36757,56857,75658,948554,368184,10
36757,56857,75658,948554,368184,10
25195,54893,66233,143205,52330,10
17950,40606,45355,262455,86274,10
17264,39452,51739,10250,3725,10
17952,31234,35901,8808,3056,10
17974,35070,42466,11045,3861,10
36757,56857,75658,948554,368184,10
17270,35830,43465,30187,10171,10
22701,51990,60101,50799,18386,10
18094,30023,35914,7498,3020,10
22191,53865,61309,17807,6140,10
18551,35792,44411,21670,7851,10
17978,35329,43590,26918,10341,10
18557,37898,46972,25910,9227,10
18558,33757,48115,11159,4036,10
18114,37292,50116,21502,8186,10
17158,42651,50522,15285,4841,10
