per capita income,median household income,median family income,population,number of households,state_nums
17935,34797,45048,20392,8164,24
18155,40120,44382,16733,6443,24
23048,34582,43627,318955,140652,24
17990,31304,38503,31916,12882,24
20825,40651,48705,39216,15169,24
23038,43458,49942,43822,17647,24
20231,38461,46764,52412,20698,24
20946,34481,44073,4099,1724,24
23038,43458,49942,43822,17647,24
21173,41964,54015,44969,16699,24
20991,40236,48314,12128,5091,24
23038,43458,49942,43822,17647,24
21047,38579,50469,16878,6832,24
21124,40399,49154,116803,44849,24
20678,40580,49713,12378,5065,24
21015,38250,47327,12592,4854,24
19859,33033,45331,4219,1629,25
24921,39659,60000,1241,495,25
17336,31867,43594,2138,817,25
21737,40070,50111,5827,2228,25
21521,38019,50222,28905,11829,25
24727,44963,58565,81621,33430,25
24429,38344,52473,11517,4924,25
21521,38019,50222,28905,11829,25
24727,44963,58565,81621,33430,25
28563,51164,66544,3085,1199,25
21719,33333,44111,19581,8872,25
27161,46667,59375,1794,760,25
15604,33519,36701,13528,4194,25
15695,39966,46968,12939,3444,25
28528,46250,56250,1669,720,25
25522,44493,58438,2357,847,25
25522,44493,58438,2357,847,25
23162,46972,53259,5224,1927,25
22229,48789,60188,9310,3268,25
32036,58112,72115,10318,4270,25
30397,60863,76469,11434,4527,25
22256,41277,52698,6166,2302,25
30397,60863,76469,11434,4527,25
23508,39313,50938,709,323,25
28400,56243,70259,64143,26555,25
23022,43409,59112,4729,1966,25
25685,47181,58668,7465,3248,25
23562,38659,53713,34322,15042,25
19188,32881,39650,11400,5149,25
19188,32881,39650,11400,5149,25
21719,33333,44111,19581,8872,25
19188,32881,39650,11400,5149,25
26277,45236,57891,3105,1473,25
19736,40802,49342,7052,2411,25
25764,46117,62988,110243,45523,25
24611,42426,56960,15621,6445,25
25764,46117,62988,110243,45523,25
21376,43726,55617,16301,6139,25
28939,52833,69556,91499,36973,25
26126,50405,63551,9132,3885,25
24260,41932,55089,2043,879,25
28868,57906,69375,9173,3757,25
22052,38958,49714,9285,3855,25
28939,52833,69556,91499,36973,25
20288,38182,47604,1905,716,25
28939,52833,69556,91499,36973,25
20644,38036,41667,1186,502,25
22872,41614,54294,9278,4110,25
22872,38688,51272,40423,16848,25
22872,38688,51272,40423,16848,25
28939,52833,69556,91499,36973,25
22872,38688,51272,40423,16848,25
17437,37151,41797,6550,2237,25
22872,38688,51272,40423,16848,25
22799,43327,54196,6063,2303,25
25921,45096,59423,1145,465,25
28939,52833,69556,91499,36973,25
23910,43524,58594,11785,4986,25
28939,52833,69556,91499,36973,25
22714,41705,56042,538,233,25
16888,36920,49649,10665,3264,25
27599,47831,60375,10126,4322,25
23948,37105,47206,711,332,25
31378,48667,68769,3473,1612,25
25764,46117,62988,110243,45523,25
25764,46117,62988,110243,45523,25
27761,51342,65486,150156,61023,25
33062,47762,61672,7702,3542,25
22890,42632,54746,4205,1800,25
27761,51342,65486,150156,61023,25
25790,46581,56284,91536,36901,25
25790,46581,56284,91536,36901,25
24270,45932,49362,5666,2421,25
33062,47762,61672,7702,3542,25
22743,45938,58462,3640,1304,25
33062,47762,61672,7702,3542,25
33062,47762,61672,7702,3542,25
25790,46581,56284,91536,36901,25
31449,46100,60000,1778,890,25
27492,41875,67361,928,409,25
25790,46581,56284,91536,36901,25
27761,51342,65486,150156,61023,25
23131,51493,60886,6148,2336,26
26715,39400,52083,1966,836,26
20737,39327,42366,703,295,26
27199,44922,58500,1952,855,26
31517,42014,56813,1229,553,26
24639,50859,56185,7802,3316,26
24615,44873,56136,10872,4738,26
24615,44873,56136,10872,4738,26
20407,44109,53101,14348,5051,26
25590,45246,59278,5441,2242,26
28502,47431,51932,1994,893,26
27931,58625,66000,2949,1262,26
28207,49633,63940,13762,5501,26
23566,38582,49080,8289,3779,26
26715,56065,61786,9090,3488,26
24120,44427,58608,10435,4469,26
27141,51574,68714,289873,115237,26
27141,51574,68714,289873,115237,26
27141,51574,68714,289873,115237,26
27141,51574,68714,289873,115237,26
27141,51574,68714,289873,115237,26
27141,51574,68714,289873,115237,26
22068,39603,51458,4920,2215,26
26770,49088,65039,6308,2576,26
19141,42917,45625,586,249,26
21843,33647,44605,3167,1544,26
28241,45610,51810,3984,1697,26
26856,50000,65884,9186,3808,26
24837,41835,51469,3129,1369,26
22092,41892,49904,1947,864,26
25571,49440,65286,31367,12578,26
26965,44422,53493,5187,2343,26
24830,51924,62143,7211,2916,26
24830,50963,67076,46885,17705,26
24830,50963,67076,46885,17705,26
24830,50963,67076,46885,17705,26
23554,39702,56875,2884,1366,26
24830,50963,67076,46885,17705,26
28359,59435,74309,16824,6165,26
26965,44422,53493,5187,2343,26
17106,41400,49612,6915,2050,26
25571,49440,65286,31367,12578,26
28296,51529,64504,10022,4405,26
27796,56466,62308,6518,2621,26
24593,46566,58592,34995,13867,26
29180,53325,69754,524697,204226,26
29180,53325,69754,524697,204226,26
29328,65409,83670,20234,7647,26
27673,50247,65225,8334,3482,26
27639,52848,63664,5342,2232,26
21423,41045,49968,3762,1548,26
23380,48712,56897,59431,22168,26
23380,48712,56897,59431,22168,26
25814,36875,51750,816,330,26
25269,42672,68516,7207,3001,26
25262,50227,58636,2568,1086,26
25251,36923,44231,698,354,26
26188,48158,62464,36128,15067,26
22551,38548,44859,5390,2380,26
22543,43886,50365,4958,2037,26
25426,37321,49191,2759,1314,26
25046,46373,58521,11312,4860,26
29180,53325,69754,524697,204226,26
23833,44950,55909,2507,1011,26
29180,53325,69754,524697,204226,26
29180,53325,69754,524697,204226,26
20179,47069,54721,20920,7309,26
25322,45920,55400,3445,1573,26
20142,46078,53214,24256,8774,26
20142,46078,53214,24256,8774,26
20142,46078,53214,24256,8774,26
23220,43444,53463,36883,14690,26
23220,43444,53463,36883,14690,26
22799,44417,52813,787,345,26
21499,38125,42917,581,240,26
23227,40445,54364,4256,1893,26
19968,44167,45865,614,246,26
25339,54926,57981,382,169,26
23266,45893,58583,2005,767,26
25898,38807,53015,869,379,26
25855,50881,63841,15727,6438,26
23320,42345,58831,11015,4732,26
26095,43011,56875,3181,1398,26
29180,53325,69754,524697,204226,26
23876,46784,54762,6469,2647,26
25214,42230,54286,8617,3776,26
17656,40568,48750,507,177,26
25460,48464,60897,5818,2444,26
25213,45464,54185,5735,2618,26
30039,59870,74235,20800,8142,26
30116,55089,63333,734,323,26
24496,47500,58654,9095,3822,26
30189,69965,80985,162728,59606,26
30189,69965,80985,162728,59606,26
24501,43500,55625,1436,666,26
24501,43500,55625,1436,666,26
19435,42364,53932,5182,1926,26
25097,41970,58047,8247,3786,26
23157,41279,51250,2093,938,26
24555,47654,61483,22055,9133,26
24555,47654,61483,22055,9133,26
24565,42180,52276,3779,1641,26
23684,44286,54402,3707,1534,26
24588,48626,57827,36675,15221,26
24593,46566,58592,34995,13867,26
21137,40359,62952,9172,3709,26
23749,49125,56125,1142,477,26
24777,44843,57234,7563,3301,26
25738,48038,58542,8790,3529,26
24219,51213,60814,32350,12477,26
23769,47325,57946,5953,2348,26
29638,64697,75769,25222,9701,26
23751,51765,61841,10495,3686,26
25203,46817,62449,6748,2899,26
24448,52147,69696,9499,3401,26
25203,46817,62449,6748,2899,26
22448,37594,52127,4462,2119,26
29638,64697,75769,25222,9701,26
24219,51213,60814,32350,12477,26
25186,43518,54688,6600,2855,26
20862,30284,51500,979,479,27
24716,49830,60951,24572,9253,27
24716,49830,60951,24572,9253,27
21757,46137,52918,51648,19278,27
28670,53040,64556,425495,163198,27
28670,53040,64556,425495,163198,27
21757,46137,52918,51648,19278,27
28670,53040,64556,425495,163198,27
28670,53040,64556,425495,163198,27
29800,72742,75857,5844,2010,27
28670,53040,64556,425495,163198,27
21838,39876,45798,43368,18046,27
28056,64632,94648,1804,733,27
28358,70238,75231,50023,17599,27
21757,46137,52918,51648,19278,27
24435,48586,63982,10023,3357,27
28670,53040,64556,425495,163198,27
26217,52873,60666,1976925,710058,27
18203,52101,56250,6752,2091,27
26217,52873,60666,1976925,710058,27
26217,52873,60666,1976925,710058,27
33472,61573,64173,3981,1843,27
22879,40143,48816,5296,1969,27
22879,40143,48816,5296,1969,27
26217,52873,60666,1976925,710058,27
26217,52873,60666,1976925,710058,27
26217,52873,60666,1976925,710058,27
22879,40143,48816,5296,1969,27
34123,60100,67597,47035,19455,27
26217,52873,60666,1976925,710058,27
26217,52873,60666,1976925,710058,27
26217,52873,60666,1976925,710058,27
26515,59472,74433,16800,6314,27
26264,51957,63883,54821,21186,27
23146,35017,61226,4700,2147,27
30518,58654,67570,60216,25049,28
30518,58654,67570,60216,25049,28
30518,58654,67570,60216,25049,28
30518,58654,67570,60216,25049,28
31310,65353,80655,146710,56812,28
30518,58654,67570,60216,25049,28
29369,58825,73260,123836,46968,28
30518,58654,67570,60216,25049,28
30518,58654,67570,60216,25049,28
31558,50866,58867,47694,20922,28
31558,50866,58867,47694,20922,28
31558,50866,58867,47694,20922,28
29369,58825,73260,123836,46968,28
29369,58825,73260,123836,46968,28
30518,58654,67570,60216,25049,28
29369,58825,73260,123836,46968,28
29369,58825,73260,123836,46968,28
29369,58825,73260,123836,46968,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
28582,54463,65969,43398,17808,28
28582,54463,65969,43398,17808,28
28582,54463,65969,43398,17808,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
34390,69829,84430,402017,154324,28
27874,55155,70026,76896,30458,28
27874,55155,70026,76896,30458,28
27874,55155,70026,76896,30458,28
27874,55155,70026,76896,30458,28
24367,41985,53813,32520,14531,28
24367,41985,53813,32520,14531,28
24367,41985,53813,32520,14531,28
24367,41985,53813,32520,14531,28
31558,50866,58867,47694,20922,28
29369,58825,73260,123836,46968,28
31558,50866,58867,47694,20922,28
31310,65353,80655,146710,56812,28
34390,69829,84430,402017,154324,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
31310,65353,80655,146710,56812,28
31310,65353,80655,146710,56812,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
30738,54912,71158,89166,35111,28
31310,65353,80655,146710,56812,28
38399,77348,93420,296718,116262,28
31310,65353,80655,146710,56812,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
30738,54912,71158,89166,35111,28
38399,77348,93420,296718,116262,28
30738,54912,71158,89166,35111,28
38399,77348,93420,296718,116262,28
31310,65353,80655,146710,56812,28
30738,54912,71158,89166,35111,28
30738,54912,71158,89166,35111,28
31310,65353,80655,146710,56812,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
38399,77348,93420,296718,116262,28
30738,54912,71158,89166,35111,28
31558,50866,58867,47694,20922,28
30738,54912,71158,89166,35111,28
30738,54912,71158,89166,35111,28
31558,50866,58867,47694,20922,28
30738,54912,71158,89166,35111,28
31310,65353,80655,146710,56812,28
34390,69829,84430,402017,154324,28
31310,65353,80655,146710,56812,28
31310,65353,80655,146710,56812,28
31310,65353,80655,146710,56812,28
31310,65353,80655,146710,56812,28
31310,65353,80655,146710,56812,28
43347,83794,102222,912795,335422,29
43347,83794,102222,912795,335422,29
30592,61683,77369,513512,187941,29
43347,83794,102222,912795,335422,29
43347,83794,102222,912795,335422,29
36835,78446,94324,449964,164979,29
36835,78446,94324,449964,164979,29
43347,83794,102222,912795,335422,29
32948,56494,74112,96684,42312,29
32948,56494,74112,96684,42312,29
32948,56494,74112,96684,42312,29
22524,50750,60388,157342,50676,29
22524,50750,60388,157342,50676,29
27391,54235,66619,274960,101091,29
36835,78446,94324,449964,164979,29
43347,83794,102222,912795,335422,29
47803,99020,117393,326207,115531,29
43347,83794,102222,912795,335422,29
48814,98633,117683,495261,179665,29
48814,98633,117683,495261,179665,29
48814,98633,117683,495261,179665,29
48814,98633,117683,495261,179665,29
48814,98633,117683,495261,179665,29
48814,98633,117683,495261,179665,29
35089,68507,83164,540568,185483,29
48814,98633,117683,495261,179665,29
35089,68507,83164,540568,185483,29
35089,68507,83164,540568,185483,29
35089,68507,83164,540568,185483,29
50349,106143,125828,127047,46816,29
35089,68507,83164,540568,185483,29
50349,106143,125828,127047,46816,29
50349,106143,125828,127047,46816,29
50349,106143,125828,127047,46816,29
35089,68507,83164,540568,185483,29
43347,83794,102222,912795,335422,29
48814,98633,117683,495261,179665,29
48814,98633,117683,495261,179665,29
43347,83794,102222,912795,335422,29
33555,70912,85091,108150,41463,29
28772,59718,74469,65825,25003,29
33555,70912,85091,108150,41463,29
33555,70912,85091,108150,41463,29
33555,70912,85091,108150,41463,29
33555,70912,85091,108150,41463,29
48814,98633,117683,495261,179665,29
47803,99020,117393,326207,115531,29
47803,99020,117393,326207,115531,29
47803,99020,117393,326207,115531,29
34345,79596,93519,817026,280988,29
34345,79596,93519,817026,280988,29
34345,79596,93519,817026,280988,29
34345,79596,93519,817026,280988,29
48814,98633,117683,495261,179665,29
27391,54235,66619,274960,101091,29
27391,54235,66619,274960,101091,29
30592,61683,77369,513512,187941,29
43347,83794,102222,912795,335422,29
27152,57654,67890,502854,162543,29
27152,57654,67890,502854,162543,29
27152,57654,67890,502854,162543,29
30592,61683,77369,513512,187941,29
30477,61136,76822,578902,221774,29
42749,84526,105971,629735,233909,29
30477,61136,76822,578902,221774,29
30477,61136,76822,578902,221774,29
30592,61683,77369,513512,187941,29
30592,61683,77369,513512,187941,29
37949,87335,100066,147924,54746,29
37949,87335,100066,147924,54746,29
37949,87335,100066,147924,54746,29
32181,55095,69448,785853,277302,29
27152,57654,67890,502854,162543,29
32181,55095,69448,785853,277302,29
32181,55095,69448,785853,277302,29
32181,55095,69448,785853,277302,29
32181,55095,69448,785853,277302,29
32181,55095,69448,785853,277302,29
30477,61136,76822,578902,221774,29
42749,84526,105971,629735,233909,29
42749,84526,105971,629735,233909,29
42749,84526,105971,629735,233909,29
30592,61683,77369,513512,187941,29
42749,84526,105971,629735,233909,29
42749,84526,105971,629735,233909,29
42749,84526,105971,629735,233909,29
30477,61136,76822,578902,221774,29
42749,84526,105971,629735,233909,29
32181,55095,69448,785853,277302,29
27152,57654,67890,502854,162543,29
42749,84526,105971,629735,233909,29
32641,58442,62168,644605,243875,29
37465,73480,94267,368094,130754,29
32641,58442,62168,644605,243875,29
37465,73480,94267,368094,130754,29
37465,73480,94267,368094,130754,29
37465,73480,94267,368094,130754,29
37465,73480,94267,368094,130754,29
32641,58442,62168,644605,243875,29
32641,58442,62168,644605,243875,29
32641,58442,62168,644605,243875,29
32641,58442,62168,644605,243875,29
32641,58442,62168,644605,243875,29
32600,74524,87913,289098,104145,29
30592,61683,77369,513512,187941,29
37465,73480,94267,368094,130754,29
37465,73480,94267,368094,130754,29
37465,73480,94267,368094,130754,29
32641,58442,62168,644605,243875,29
32641,58442,62168,644605,243875,29
32298,52917,64737,145400,61012,30
32298,52917,64737,145400,61012,30
24879,37660,46534,1975,689,30
18392,34080,37432,4834,1837,30
19623,42506,51686,76461,26894,30
26814,48801,60740,667092,263135,30
26924,58017,65768,133503,47164,30
19565,37933,44518,211175,73797,30
16114,29282,35762,25001,8862,30
16129,37237,42024,27296,8016,30
12679,30458,36109,72373,17427,30
12679,30458,36109,72373,17427,30
22484,50694,60006,65681,21126,30
21260,48196,57715,128476,40945,30
26924,58017,65768,133503,47164,30
25686,34063,49167,687,261,30
17926,28275,40284,29093,11435,30
17936,30802,41304,8890,3476,30
26814,48801,60740,667092,263135,30
14198,29071,36435,4626,1260,30
26814,48801,60740,667092,263135,30
21260,48196,57715,128476,40945,30
26814,48801,60740,667092,263135,30
18104,34036,44076,17756,5329,30
17752,27430,40786,11898,4350,30
26924,58017,65768,133503,47164,30
26924,58017,65768,133503,47164,30
32298,52917,64737,145400,61012,30
21259,39871,50963,49302,18027,30
21260,48196,57715,128476,40945,30
18104,34036,44076,17756,5329,30
18675,31161,45409,16185,5638,30
22755,37899,45616,29471,12216,30
22755,37899,45616,29471,12216,30
18472,38902,48350,4458,1606,30
26814,48801,60740,667092,263135,30
26814,48801,60740,667092,263135,30
19880,39263,46828,64767,23945,30
19880,39263,46828,64767,23945,30
19880,39263,46828,64767,23945,30
19880,39263,46828,64767,23945,30
20616,39826,45821,3683,1581,30
20543,28481,41794,4788,1532,30
32298,52917,64737,145400,61012,30
21387,37734,47100,13485,5574,30
17477,38764,42703,19984,7043,30
21333,32637,44541,32899,13338,30
25449,43014,49213,20359,8685,30
19880,39263,46828,64767,23945,30
20014,40250,47363,40218,14783,30
19492,39131,48169,65627,23499,30
28438,49165,60891,54284,19866,30
51044,106686,124979,17979,7590,30
23115,47618,60974,35359,13429,31
23078,46484,55325,118073,45011,31
22168,42429,52854,134156,54863,31
23677,44470,56427,47491,19844,31
23078,46484,55325,118073,45011,31
22097,43941,54395,50121,19829,31
22168,42429,52854,134156,54863,31
22168,42429,52854,134156,54863,31
22168,42429,52854,134156,54863,31
22168,42429,52854,134156,54863,31
23126,48051,59391,121797,45325,31
23126,48051,59391,121797,45325,31
23078,46484,55325,118073,45011,31
23126,48051,59391,121797,45325,31
23126,48051,59391,121797,45325,31
23078,46484,55325,118073,45011,31
23078,46484,55325,118073,45011,31
23126,48051,59391,121797,45325,31
22097,43941,54395,50121,19829,31
23115,47618,60974,35359,13429,31
23115,47618,60974,35359,13429,31
20978,42445,52112,48618,18786,31
20978,42445,52112,48618,18786,31
20978,42445,52112,48618,18786,31
22049,42603,52637,79735,32246,31
20978,42445,52112,48618,18786,31
23418,45047,55976,64428,26815,31
23978,53518,66664,65087,24092,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
22198,43647,53346,112097,41839,31
22198,43647,53346,112097,41839,31
22198,43647,53346,112097,41839,31
22198,43647,53346,112097,41839,31
22255,48502,58031,42663,15725,31
18171,34388,38843,1397315,474842,31
23839,44276,54619,55165,22611,31
22255,48502,58031,42663,15725,31
18171,34388,38843,1397315,474842,31
21575,45667,54399,51676,19238,31
21575,45667,54399,51676,19238,31
21575,45667,54399,51676,19238,31
18171,34388,38843,1397315,474842,31
23418,45047,55976,64428,26815,31
23417,44156,55028,50019,19703,31
23418,45047,55976,64428,26815,31
23418,45047,55976,64428,26815,31
23417,44156,55028,50019,19703,31
23417,44156,55028,50019,19703,31
23417,44156,55028,50019,19703,31
23417,44156,55028,50019,19703,31
23417,44156,55028,50019,19703,31
21575,45667,54399,51676,19238,31
23839,44276,54619,55165,22611,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
23978,53518,66664,65087,24092,31
22942,46840,55401,27108,10677,31
22942,46840,55401,27108,10677,31
22049,42603,52637,79735,32246,31
22049,42603,52637,79735,32246,31
22049,42603,52637,79735,32246,31
22049,42603,52637,79735,32246,31
22168,42429,52854,134156,54863,31
22168,42429,52854,134156,54863,31
23418,45047,55976,64428,26815,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
23179,47151,60134,49271,18069,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
22700,51100,62490,41923,15624,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
22942,46840,55401,27108,10677,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
18171,34388,38843,1397315,474842,31
22168,42429,52854,134156,54863,31
62498,69659,84627,1605272,736192,31
30442,58590,72632,182086,69862,31
25103,48729,62090,234206,91075,31
25103,48729,62090,234206,91075,31
25103,48729,62090,234206,91075,31
25700,49655,60571,48928,18365,31
25700,49655,60571,48928,18365,31
25700,49655,60571,48928,18365,31
29987,59432,74519,159565,64242,31
29987,59432,74519,159565,64242,31
27978,50653,65897,919230,380152,31
25103,48729,62090,234206,91075,31
27978,50653,65897,919230,380152,31
27978,50653,65897,919230,380152,31
27978,50653,65897,919230,380152,31
24963,48089,60166,77134,29531,31
27978,50653,65897,919230,380152,31
24963,48089,60166,77134,29531,31
29987,59432,74519,159565,64242,31
27978,50653,65897,919230,380152,31
24963,48089,60166,77134,29531,31
24963,48089,60166,77134,29531,31
27978,50653,65897,919230,380152,31
25103,48729,62090,234206,91075,31
25103,48729,62090,234206,91075,31
25103,48729,62090,234206,91075,31
34591,84951,99649,315069,98326,31
34591,84951,99649,315069,98326,31
34591,84951,99649,315069,98326,31
30442,58590,72632,182086,69862,31
30583,70458,85100,373902,125317,31
30583,70458,85100,373902,125317,31
30351,55904,66622,65584,28081,31
30351,55904,66622,65584,28081,31
30351,55904,66622,65584,28081,31
30583,70458,85100,373902,125317,31
30351,55904,66622,65584,28081,31
30583,70458,85100,373902,125317,31
30351,55904,66622,65584,28081,31
30583,70458,85100,373902,125317,31
30583,70458,85100,373902,125317,31
30583,70458,85100,373902,125317,31
25103,48729,62090,234206,91075,31
30583,70458,85100,373902,125317,31
30583,70458,85100,373902,125317,31
30583,70458,85100,373902,125317,31
25103,48729,62090,234206,91075,31
27978,50653,65897,919230,380152,31
34591,84951,99649,315069,98326,31
33613,57336,72649,62674,25280,31
29987,59432,74519,159565,64242,31
29987,59432,74519,159565,64242,31
25327,52601,62677,93224,36399,31
29987,59432,74519,159565,64242,31
33594,72525,88777,297385,107830,31
29904,56479,70381,108311,43794,31
24702,51581,63082,79767,31311,31
24702,51581,63082,79767,31311,31
24702,51581,63082,79767,31311,31
33594,72525,88777,297385,107830,31
24702,51581,63082,79767,31311,31
29904,56479,70381,108311,43794,31
24676,50282,63665,81865,31901,31
24676,50282,63665,81865,31901,31
24676,50282,63665,81865,31901,31
26584,53245,65610,32404,12820,31
24676,50282,63665,81865,31901,31
26584,53245,65610,32404,12820,31
24676,50282,63665,81865,31901,31
33594,72525,88777,297385,107830,31
29904,56479,70381,108311,43794,31
26584,53245,65610,32404,12820,31
24702,51581,63082,79767,31311,31
33594,72525,88777,297385,107830,31
33594,72525,88777,297385,107830,31
27978,50653,65897,919230,380152,31
27978,50653,65897,919230,380152,31
33613,57336,72649,62674,25280,31
24963,48089,60166,77134,29531,31
27978,50653,65897,919230,380152,31
27978,50653,65897,919230,380152,31
27978,50653,65897,919230,380152,31
27978,50653,65897,919230,380152,31
33613,57336,72649,62674,25280,31
33613,57336,72649,62674,25280,31
24835,45958,59345,199298,79763,31
24835,45958,59345,199298,79763,31
24835,45958,59345,199298,79763,31
33613,57336,72649,62674,25280,31
33613,57336,72649,62674,25280,31
40309,95117,109188,99718,34496,31
29987,59432,74519,159565,64242,31
29987,59432,74519,159565,64242,31
33594,72525,88777,297385,107830,31
33594,72525,88777,297385,107830,31
33594,72525,88777,297385,107830,31
27978,50653,65897,919230,380152,31
30583,70458,85100,373902,125317,31
25230,53589,66688,72839,26565,31
25230,53589,66688,72839,26565,31
34591,84951,99649,315069,98326,31
25289,46085,51581,2539789,916025,31
27418,51393,73828,102270,38409,31
34591,84951,99649,315069,98326,31
27418,51393,73828,102270,38409,31
27418,51393,73828,102270,38409,31
27418,51393,73828,102270,38409,31
34591,84951,99649,315069,98326,31
25289,46085,51581,2539789,916025,31
35176,69826,87058,221169,88460,31
30442,58590,72632,182086,69862,31
27230,55726,66950,50789,20202,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
30442,58590,72632,182086,69862,31
30442,58590,72632,182086,69862,31
30442,58590,72632,182086,69862,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25327,52601,62677,93224,36399,31
25327,52601,62677,93224,36399,31
25327,52601,62677,93224,36399,31
35176,69826,87058,221169,88460,31
25327,52601,62677,93224,36399,31
35176,69826,87058,221169,88460,31
25371,47476,56903,98951,41503,31
25371,47476,56903,98951,41503,31
25371,47476,56903,98951,41503,31
35176,69826,87058,221169,88460,31
25371,47476,56903,98951,41503,31
25371,47476,56903,98951,41503,31
35176,69826,87058,221169,88460,31
35176,69826,87058,221169,88460,31
25403,49922,62864,59872,23884,31
35176,69826,87058,221169,88460,31
35176,69826,87058,221169,88460,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
30442,58590,72632,182086,69862,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
36945,87763,100652,1495803,497347,31
36945,87763,100652,1495803,497347,31
25289,46085,51581,2539789,916025,31
30442,58590,72632,182086,69862,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
36945,87763,100652,1495803,497347,31
30442,58590,72632,182086,69862,31
30442,58590,72632,182086,69862,31
36945,87763,100652,1495803,497347,31
36945,87763,100652,1495803,497347,31
36945,87763,100652,1495803,497347,31
36945,87763,100652,1495803,497347,31
36945,87763,100652,1495803,497347,31
30583,70458,85100,373902,125317,31
30583,70458,85100,373902,125317,31
30583,70458,85100,373902,125317,31
36945,87763,100652,1495803,497347,31
36945,87763,100652,1495803,497347,31
34591,84951,99649,315069,98326,31
30583,70458,85100,373902,125317,31
36945,87763,100652,1495803,497347,31
29904,56479,70381,108311,43794,31
36945,87763,100652,1495803,497347,31
36945,87763,100652,1495803,497347,31
27230,55726,66950,50789,20202,31
25289,46085,51581,2539789,916025,31
30442,58590,72632,182086,69862,31
36945,87763,100652,1495803,497347,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
32328,59394,81846,305279,122700,31
36945,87763,100652,1495803,497347,31
27230,55726,66950,50789,20202,31
36945,87763,100652,1495803,497347,31
36945,87763,100652,1495803,497347,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
25289,46085,51581,2539789,916025,31
30442,58590,72632,182086,69862,31
25289,46085,51581,2539789,916025,31
36945,87763,100652,1495803,497347,31
29904,56479,70381,108311,43794,31
24702,51581,63082,79767,31311,31
29904,56479,70381,108311,43794,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
32328,59394,81846,305279,122700,31
32328,59394,81846,305279,122700,31
32328,59394,81846,305279,122700,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
