County,State,per capita income,median household income,median family income,population,number of households,x,y,Has Market,state_nums
"MO, St. Charles",Missouri,31586,71077,83907,365101,135974,-90.770226,38.805214,1.0,24
"MO, Chariton",Missouri,19481,39385,51356,7730,2958,0.0,0.0,0.0,24
"MO, Bollinger",Missouri,19470,37716,45273,12408,4758,-89.979683,37.301952,1.0,24
"MO, Harrison",Missouri,19468,37739,44691,8871,3515,-94.017746,40.264977,1.0,24
"MO, Crawford",Missouri,18415,35897,44985,24711,9485,-91.403481,38.062824,1.0,24
"MO, Crawford",Missouri,18415,35897,44985,24711,9485,-91.403481,38.062824,1.0,24
"MO, Crawford",Missouri,18415,35897,44985,24711,9485,-91.246208,38.154469,1.0,24
"MO, Reynolds",Missouri,18449,34496,39632,6661,2664,0.0,0.0,0.0,24
"MO, Moniteau",Missouri,19451,47118,59253,15657,5464,0.0,0.0,0.0,24
"MO, Putnam",Missouri,19397,36713,44309,4944,2230,0.0,0.0,0.0,24
"MO, Miller",Missouri,19385,35507,44911,24863,10034,-92.581573,38.348366,1.0,24
"MO, Miller",Missouri,19385,35507,44911,24863,10034,-92.6054,38.297466,1.0,24
"MO, Butler",Missouri,19246,34969,43135,42946,17085,-90.473869,36.665092,1.0,24
"MO, Shelby",Missouri,19331,35938,48274,6274,2597,-92.037704,39.705868,1.0,24
"MO, St. Francois",Missouri,18544,37238,46537,65602,24654,-90.407532,37.781891,1.0,24
"MO, Lewis",Missouri,19317,42071,49043,10193,3936,0.0,0.0,0.0,24
"MO, Howard",Missouri,21598,42747,54167,10184,3825,0.0,0.0,0.0,24
"MO, Sullivan",Missouri,19279,36676,44783,6611,2640,0.0,0.0,0.0,24
"MO, Adair",Missouri,19258,34733,54609,25573,9648,-92.58429,40.195114,1.0,24
"MO, Butler",Missouri,19246,34969,43135,42946,17085,-90.395645,36.754128,1.0,24
"MO, Butler",Missouri,19246,34969,43135,42946,17085,-90.393623,36.753731,1.0,24
"MO, Pike",Missouri,18650,39850,52000,18579,6559,-91.06266,39.441189,1.0,24
"MO, Pike",Missouri,18650,39850,52000,18579,6559,-91.194801,39.342098,1.0,24
"MO, St. Charles",Missouri,31586,71077,83907,365101,135974,-90.801788,38.634129,1.0,24
"MO, St. Charles",Missouri,31586,71077,83907,365101,135974,-90.777809,38.766266,1.0,24
"MO, Dent",Missouri,18544,36311,42356,15649,5858,-91.536263,37.644295,1.0,24
"MO, Mercer",Missouri,20178,40272,49087,3749,1575,0.0,0.0,0.0,24
"MO, Cole",Missouri,26160,53931,66712,76228,29302,-92.21122,38.581886,1.0,24
"MO, Stoddard",Missouri,22967,37965,49565,29860,12224,-89.92981,36.880684,1.0,24
"MO, Jasper",Missouri,21124,40399,49154,116803,44849,-94.502693,37.08788300000001,1.0,24
"MO, Worth",Missouri,22967,39348,49034,2129,940,-94.415749,40.486401,1.0,24
"MO, Schuyler",Missouri,18160,34688,45269,4397,1773,0.0,0.0,0.0,24
"MO, Jasper",Missouri,21124,40399,49154,116803,44849,-94.313538,37.167702,1.0,24
"MO, Taney",Missouri,20231,38461,46764,52412,20698,-93.218262,36.64323,1.0,24
"MO, Scotland",Missouri,20363,39028,49328,4859,1915,-92.088776,40.308987,1.0,24
"MO, Dallas",Missouri,18155,40120,44382,16733,6443,-93.109642,37.416977,1.0,24
"MO, Scotland",Missouri,20363,39028,49328,4859,1915,-92.170303,40.458099,1.0,24
"MO, Pulaski",Missouri,20863,49820,56933,52795,15747,-92.404343,37.856983,1.0,24
"MO, Gentry",Missouri,20534,39192,47750,6774,2800,0.0,0.0,0.0,24
"MO, Livingston",Missouri,21011,40116,54663,15051,5660,-93.553421,39.793839,1.0,24
"MO, Clark",Missouri,20279,40204,50288,7035,2749,0.0,0.0,0.0,24
"MO, New Madrid",Missouri,21215,35793,45048,18695,7423,0.0,0.0,0.0,24
"MO, Texas County",Missouri,17868,36082,45212,25830,9370,0.0,0.0,0.0,24
"MO, Linn",Missouri,21015,38250,47327,12592,4854,-93.073532,39.78447,1.0,24
"MO, Nodaway",Missouri,18079,36641,56449,23347,8599,0.0,0.0,0.0,24
"MO, Phelps",Missouri,21173,41964,54015,44969,16699,-91.611404,37.983662,1.0,24
"MO, St. Louis City",Missouri,23048,34582,43627,318955,140652,-90.196182,38.651253,1.0,24
"MO, Cooper",Missouri,22910,45992,56565,17574,6568,-92.741592,38.955643,1.0,24
"MO, Pulaski",Missouri,20863,49820,56933,52795,15747,-92.201622,37.832821,1.0,24
"MO, Phelps",Missouri,21173,41964,54015,44969,16699,-92.324852,39.24780300000001,1.0,24
"MO, Ste. Genevieve",Missouri,22921,48433,55208,17996,7235,-90.179756,37.778019,1.0,24
"MO, St. Louis City",Missouri,23048,34582,43627,318955,140652,-90.201065,38.610779,1.0,24
"MO, St. Louis City",Missouri,23048,34582,43627,318955,140652,-90.244812,38.602772,1.0,24
"MO, Pulaski",Missouri,20863,49820,56933,52795,15747,-92.117531,37.753654,1.0,24
"MO, Monroe",Missouri,20331,40657,53116,8798,3497,-92.212669,39.462227,1.0,24
"MO, Jasper",Missouri,21124,40399,49154,116803,44849,-94.514793,37.082806,1.0,24
"MO, Taney",Missouri,20231,38461,46764,52412,20698,-93.041,36.654697,1.0,24
"MO, St. Louis City",Missouri,23048,34582,43627,318955,140652,-90.227417,38.593803,1.0,24
"MO, Phelps",Missouri,21173,41964,54015,44969,16699,-91.761917,37.95035900000001,1.0,24
"MO, Morgan",Missouri,17935,34797,45048,20392,8164,-92.844093,38.431644,1.0,24
"MO, Camden",Missouri,23038,43458,49942,43822,17647,-92.641701,38.1973,1.0,24
"MO, Morgan",Missouri,17935,34797,45048,20392,8164,-92.841026,38.431416,1.0,24
"MO, Dallas",Missouri,18155,40120,44382,16733,6443,-93.08976,37.642483,1.0,24
"MO, St. Louis City",Missouri,23048,34582,43627,318955,140652,-90.259201,38.606602,1.0,24
"MO, Dunklin",Missouri,17990,31304,38503,31916,12882,-90.056198,36.236801,1.0,24
"MO, Scott",Missouri,20825,40651,48705,39216,15169,-89.588699,36.876701,1.0,24
"MO, Camden",Missouri,23038,43458,49942,43822,17647,-92.734734,38.015072,1.0,24
"MO, Taney",Missouri,20231,38461,46764,52412,20698,-93.112427,36.684368,1.0,24
"MO, Knox",Missouri,20946,34481,44073,4099,1724,0.0,0.0,0.0,24
"MO, Camden",Missouri,23038,43458,49942,43822,17647,-92.608414,38.16144600000001,1.0,24
"MO, Phelps",Missouri,21173,41964,54015,44969,16699,-91.780266,37.922005,1.0,24
"MO, Montgomery",Missouri,20991,40236,48314,12128,5091,-91.447159,39.091152,1.0,24
"MO, Camden",Missouri,23038,43458,49942,43822,17647,-92.776588,38.156658,1.0,24
"MO, Bates",Missouri,21047,38579,50469,16878,6832,-94.372498,38.6591,1.0,24
"MO, Jasper",Missouri,21124,40399,49154,116803,44849,-94.462036,37.140018,1.0,24
"MO, Barton",Missouri,20678,40580,49713,12378,5065,-94.27462,37.495628,1.0,24
"MO, Linn",Missouri,21015,38250,47327,12592,4854,-92.94825,39.71197100000001,1.0,24
"MT, Mineral",Montana,19859,33033,45331,4219,1629,0.0,0.0,0.0,25
"MT, Carter",Montana,24921,39659,60000,1241,495,0.0,0.0,0.0,25
"MT, Wheatland",Montana,17336,31867,43594,2138,817,0.0,0.0,0.0,25
"MT, Chouteau",Montana,21737,40070,50111,5827,2228,-110.66835,47.81657,1.0,25
"MT, Lake",Montana,21521,38019,50222,28905,11829,-114.16415,47.69339,1.0,25
"MT, Cascade",Montana,24727,44963,58565,81621,33430,-111.2743,47.526531,1.0,25
"MT, Fergus",Montana,24429,38344,52473,11517,4924,-109.41483,47.071133,1.0,25
"MT, Lake",Montana,21521,38019,50222,28905,11829,-114.09757,47.527599,1.0,25
"MT, Cascade",Montana,24727,44963,58565,81621,33430,-111.30679,47.505283,1.0,25
"MT, Fallon",Montana,28563,51164,66544,3085,1199,0.0,0.0,0.0,25
"MT, Lincoln",Montana,21719,33333,44111,19581,8872,-115.56308,48.392464,1.0,25
"MT, McCone",Montana,27161,46667,59375,1794,760,0.0,0.0,0.0,25
"MT, Glacier",Montana,15604,33519,36701,13528,4194,0.0,0.0,0.0,25
"MT, Big Horn",Montana,15695,39966,46968,12939,3444,-107.60802,45.742233,1.0,25
"MT, Powder River",Montana,28528,46250,56250,1669,720,0.0,0.0,0.0,25
"MT, Liberty",Montana,25522,44493,58438,2357,847,-110.96911,48.51152,1.0,25
"MT, Liberty",Montana,25522,44493,58438,2357,847,-110.9592,48.514198,1.0,25
"MT, Toole",Montana,23162,46972,53259,5224,1927,0.0,0.0,0.0,25
"MT, Rosebud",Montana,22229,48789,60188,9310,3268,0.0,0.0,0.0,25
"MT, Richland",Montana,32036,58112,72115,10318,4270,-104.15802,47.71667100000001,1.0,25
"MT, Jefferson",Montana,30397,60863,76469,11434,4527,-112.11802,46.238804,1.0,25
"MT, Pondera",Montana,22256,41277,52698,6166,2302,0.0,0.0,0.0,25
"MT, Jefferson",Montana,30397,60863,76469,11434,4527,-112.09848,45.869514,1.0,25
"MT, Golden Valley",Montana,23508,39313,50938,709,323,0.0,0.0,0.0,25
"MT, Lewis and Clark",Montana,28400,56243,70259,64143,26555,0.0,0.0,0.0,25
"MT, Musselshell",Montana,23022,43409,59112,4729,1966,0.0,0.0,0.0,25
"MT, Valley",Montana,25685,47181,58668,7465,3248,-106.63255,48.192535,1.0,25
"MT, Silver Bow",Montana,23562,38659,53713,34322,15042,-112.5364,46.012691,1.0,25
"MT, Sanders",Montana,19188,32881,39650,11400,5149,-114.66885,47.610329,1.0,25
"MT, Sanders",Montana,19188,32881,39650,11400,5149,-115.34303,47.593712,1.0,25
"MT, Lincoln",Montana,21719,33333,44111,19581,8872,-115.05341,48.87772,1.0,25
"MT, Sanders",Montana,19188,32881,39650,11400,5149,-115.58796,47.832428,1.0,25
"MT, Granite",Montana,26277,45236,57891,3105,1473,0.0,0.0,0.0,25
"MT, Powell",Montana,19736,40802,49342,7052,2411,-112.73135,46.40234,1.0,25
"MT, Missoula",Montana,25764,46117,62988,110243,45523,-114.04158,46.866714,1.0,25
"MT, Park",Montana,24611,42426,56960,15621,6445,-110.55671,45.654255,1.0,25
"MT, Missoula",Montana,25764,46117,62988,110243,45523,-113.99211,46.874741,1.0,25
"MT, Hill",Montana,21376,43726,55617,16301,6139,-109.67738,48.55312,1.0,25
"MT, Gallatin",Montana,28939,52833,69556,91499,36973,-111.185,45.773201,1.0,25
"MT, Dawson",Montana,26126,50405,63551,9132,3885,-104.71771,47.104485,1.0,25
"MT, Judith Basin",Montana,24260,41932,55089,2043,879,0.0,0.0,0.0,25
"MT, Stillwater",Montana,28868,57906,69375,9173,3757,-109.25365,45.636795,1.0,25
"MT, Deer Lodge",Montana,22052,38958,49714,9285,3855,-112.95412,46.127979,1.0,25
"MT, Gallatin",Montana,28939,52833,69556,91499,36973,-111.55116,45.896133,1.0,25
"MT, Meagher",Montana,20288,38182,47604,1905,716,0.0,0.0,0.0,25
"MT, Gallatin",Montana,28939,52833,69556,91499,36973,-111.33333,45.856792,1.0,25
"MT, Prairie",Montana,20644,38036,41667,1186,502,0.0,0.0,0.0,25
"MT, Beaverhead",Montana,22872,41614,54294,9278,4110,-112.63712,45.218056,1.0,25
"MT, Ravalli",Montana,22872,38688,51272,40423,16848,-114.07622,46.631313,1.0,25
"MT, Ravalli",Montana,22872,38688,51272,40423,16848,-114.178,46.020401,1.0,25
"MT, Gallatin",Montana,28939,52833,69556,91499,36973,-111.03993,45.689274,1.0,25
"MT, Ravalli",Montana,22872,38688,51272,40423,16848,-114.09137,46.612095,1.0,25
"MT, Blaine",Montana,17437,37151,41797,6550,2237,0.0,0.0,0.0,25
"MT, Ravalli",Montana,22872,38688,51272,40423,16848,-114.15834,46.244843,1.0,25
"MT, Teton",Montana,22799,43327,54196,6063,2303,-112.188,47.818184,1.0,25
"MT, Garfield",Montana,25921,45096,59423,1145,465,0.0,0.0,0.0,25
"MT, Gallatin",Montana,28939,52833,69556,91499,36973,-111.0404,45.67778,1.0,25
"MT, Custer",Montana,23910,43524,58594,11785,4986,-105.8401,46.40821500000001,1.0,25
"MT, Gallatin",Montana,28939,52833,69556,91499,36973,-111.3103,45.2598,1.0,25
"MT, Petroleum",Montana,22714,41705,56042,538,233,0.0,0.0,0.0,25
"MT, Roosevelt",Montana,16888,36920,49649,10665,3264,0.0,0.0,0.0,25
"MT, Carbon",Montana,27599,47831,60375,10126,4322,-109.24792,45.191299,1.0,25
"MT, Treasure",Montana,23948,37105,47206,711,332,-107.23317,46.293209,1.0,25
"MT, Sheridan",Montana,31378,48667,68769,3473,1612,0.0,0.0,0.0,25
"MT, Missoula",Montana,25764,46117,62988,110243,45523,-113.98309,46.860229,1.0,25
"MT, Missoula",Montana,25764,46117,62988,110243,45523,-113.99659,46.878719,1.0,25
"MT, Yellowstone",Montana,27761,51342,65486,150156,61023,-108.50146,45.779808,1.0,25
"MT, Madison",Montana,33062,47762,61672,7702,3542,-112.33104,45.544258,1.0,25
"MT, Phillips",Montana,22890,42632,54746,4205,1800,0.0,0.0,0.0,25
"MT, Yellowstone",Montana,27761,51342,65486,150156,61023,-108.77115,45.671001,1.0,25
"MT, Flathead",Montana,25790,46581,56284,91536,36901,-114.33672,48.412483,1.0,25
"MT, Flathead",Montana,25790,46581,56284,91536,36901,-114.18061000000002,48.367538,1.0,25
"MT, Broadwater",Montana,24270,45932,49362,5666,2421,0.0,0.0,0.0,25
"MT, Madison",Montana,33062,47762,61672,7702,3542,-112.19693999999998,45.455482,1.0,25
"MT, Sweet Grass",Montana,22743,45938,58462,3640,1304,0.0,0.0,0.0,25
"MT, Madison",Montana,33062,47762,61672,7702,3542,-111.73113,45.349251,1.0,25
"MT, Madison",Montana,33062,47762,61672,7702,3542,-111.73363,45.349079,1.0,25
"MT, Flathead",Montana,25790,46581,56284,91536,36901,-114.08025,48.073933,1.0,25
"MT, Daniels",Montana,31449,46100,60000,1778,890,0.0,0.0,0.0,25
"MT, Wibaux",Montana,27492,41875,67361,928,409,0.0,0.0,0.0,25
"MT, Flathead",Montana,25790,46581,56284,91536,36901,-114.07944,48.073601,1.0,25
"MT, Yellowstone",Montana,27761,51342,65486,150156,61023,-108.50658,45.782951,1.0,25
"NE, Stanton",Nebraska,23131,51493,60886,6148,2336,0.0,0.0,0.0,26
"NE, Garden",Nebraska,26715,39400,52083,1966,836,0.0,0.0,0.0,26
"NE, Hooker",Nebraska,20737,39327,42366,703,295,0.0,0.0,0.0,26
"NE, Deuel",Nebraska,27199,44922,58500,1952,855,0.0,0.0,0.0,26
"NE, Sioux",Nebraska,31517,42014,56813,1229,553,0.0,0.0,0.0,26
"NE, Merrick",Nebraska,24639,50859,56185,7802,3316,0.0,0.0,0.0,26
"NE, Custer",Nebraska,24615,44873,56136,10872,4738,-99.63987,41.405411,1.0,26
"NE, Custer",Nebraska,24615,44873,56136,10872,4738,-99.623299,41.402405,1.0,26
"NE, Saline",Nebraska,20407,44109,53101,14348,5051,-97.114883,40.647381,1.0,26
"NE, Boone",Nebraska,25590,45246,59278,5441,2242,0.0,0.0,0.0,26
"NE, Dundy",Nebraska,28502,47431,51932,1994,893,0.0,0.0,0.0,26
"NE, Perkins",Nebraska,27931,58625,66000,2949,1262,0.0,0.0,0.0,26
"NE, York",Nebraska,28207,49633,63940,13762,5501,-97.595573,40.87122700000001,1.0,26
"NE, Richardson",Nebraska,23566,38582,49080,8289,3779,0.0,0.0,0.0,26
"NE, Hamilton",Nebraska,26715,56065,61786,9090,3488,0.0,0.0,0.0,26
"NE, Holt",Nebraska,24120,44427,58608,10435,4469,0.0,0.0,0.0,26
"NE, Lancaster",Nebraska,27141,51574,68714,289873,115237,-96.702202,40.805073,1.0,26
"NE, Lancaster",Nebraska,27141,51574,68714,289873,115237,-96.647797,40.756569,1.0,26
"NE, Lancaster",Nebraska,27141,51574,68714,289873,115237,-96.71067,40.814655,1.0,26
"NE, Lancaster",Nebraska,27141,51574,68714,289873,115237,-96.728378,40.877605,1.0,26
"NE, Lancaster",Nebraska,27141,51574,68714,289873,115237,-96.653786,40.772568,1.0,26
"NE, Lancaster",Nebraska,27141,51574,68714,289873,115237,-96.503265,40.680611,1.0,26
"NE, Furnas",Nebraska,22068,39603,51458,4920,2215,-99.827614,40.138332,1.0,26
"NE, Howard",Nebraska,26770,49088,65039,6308,2576,0.0,0.0,0.0,26
"NE, Blaine",Nebraska,19141,42917,45625,586,249,0.0,0.0,0.0,26
"NE, Brown",Nebraska,21843,33647,44605,3167,1544,-99.862526,42.549896,1.0,26
"NE, Chase",Nebraska,28241,45610,51810,3984,1697,0.0,0.0,0.0,26
"NE, Phelps",Nebraska,26856,50000,65884,9186,3808,0.0,0.0,0.0,26
"NE, Sherman",Nebraska,24837,41835,51469,3129,1369,-98.966576,41.274799,1.0,26
"NE, Garfield",Nebraska,22092,41892,49904,1947,864,0.0,0.0,0.0,26
"NE, Adams",Nebraska,25571,49440,65286,31367,12578,-98.389221,40.585606,1.0,26
"NE, Thayer",Nebraska,26965,44422,53493,5187,2343,-97.814514,40.31287800000001,1.0,26
"NE, Pierce",Nebraska,24830,51924,62143,7211,2916,-97.528404,42.196213,1.0,26
"NE, Buffalo",Nebraska,24830,50963,67076,46885,17705,-99.084953,40.720936,1.0,26
"NE, Buffalo",Nebraska,24830,50963,67076,46885,17705,-99.081703,40.72488,1.0,26
"NE, Buffalo",Nebraska,24830,50963,67076,46885,17705,-98.912697,41.0247,1.0,26
"NE, Hitchcock",Nebraska,23554,39702,56875,2884,1366,0.0,0.0,0.0,26
"NE, Buffalo",Nebraska,24830,50963,67076,46885,17705,-99.085915,40.683064,1.0,26
"NE, Seward",Nebraska,28359,59435,74309,16824,6165,0.0,0.0,0.0,26
"NE, Thayer",Nebraska,26965,44422,53493,5187,2343,-97.813148,40.310192,1.0,26
"NE, Thurston",Nebraska,17106,41400,49612,6915,2050,0.0,0.0,0.0,26
"NE, Adams",Nebraska,25571,49440,65286,31367,12578,-98.390152,40.600197,1.0,26
"NE, Cheyenne",Nebraska,28296,51529,64504,10022,4405,0.0,0.0,0.0,26
"NE, Kearney",Nebraska,27796,56466,62308,6518,2621,0.0,0.0,0.0,26
"NE, Madison",Nebraska,24593,46566,58592,34995,13867,-97.212685,41.948006,1.0,26
"NE, Douglas",Nebraska,29180,53325,69754,524697,204226,-95.962616,41.343391,1.0,26
"NE, Douglas",Nebraska,29180,53325,69754,524697,204226,-95.995049,41.299389,1.0,26
"NE, Washington County",Nebraska,29328,65409,83670,20234,7647,0.0,0.0,0.0,26
"NE, Butler",Nebraska,27673,50247,65225,8334,3482,-97.126389,41.255569,1.0,26
"NE, Polk",Nebraska,27639,52848,63664,5342,2232,0.0,0.0,0.0,26
"NE, Webster",Nebraska,21423,41045,49968,3762,1548,0.0,0.0,0.0,26
"NE, Hall",Nebraska,23380,48712,56897,59431,22168,-98.604584,41.001213,1.0,26
"NE, Hall",Nebraska,23380,48712,56897,59431,22168,-98.357948,40.922192,1.0,26
"NE, Banner",Nebraska,25814,36875,51750,816,330,-103.65179,41.442822,1.0,26
"NE, Nemaha",Nebraska,25269,42672,68516,7207,3001,-95.839363,40.380291,1.0,26
"NE, Frontier",Nebraska,25262,50227,58636,2568,1086,0.0,0.0,0.0,26
"NE, Keya Paha",Nebraska,25251,36923,44231,698,354,0.0,0.0,0.0,26
"NE, Lincoln",Nebraska,26188,48158,62464,36128,15067,-100.76203,41.12392,1.0,26
"NE, Sheridan",Nebraska,22551,38548,44859,5390,2380,-102.20328,42.806293,1.0,26
"NE, Morrill",Nebraska,22543,43886,50365,4958,2037,-103.09966,41.671722,1.0,26
"NE, Pawnee",Nebraska,25426,37321,49191,2759,1314,0.0,0.0,0.0,26
"NE, Box Butte",Nebraska,25046,46373,58521,11312,4860,0.0,0.0,0.0,26
"NE, Douglas",Nebraska,29180,53325,69754,524697,204226,-96.01387,41.237736,1.0,26
"NE, Greeley",Nebraska,23833,44950,55909,2507,1011,0.0,0.0,0.0,26
"NE, Douglas",Nebraska,29180,53325,69754,524697,204226,-96.041924,41.264675,1.0,26
"NE, Douglas",Nebraska,29180,53325,69754,524697,204226,-96.078239,41.285137,1.0,26
"NE, Dakota",Nebraska,20179,47069,54721,20920,7309,-96.414841,42.463703,1.0,26
"NE, Harlan",Nebraska,25322,45920,55400,3445,1573,0.0,0.0,0.0,26
"NE, Dawson",Nebraska,20142,46078,53214,24256,8774,-99.990112,40.860622,1.0,26
"NE, Dawson",Nebraska,20142,46078,53214,24256,8774,-100.15868,40.933014,1.0,26
"NE, Dawson",Nebraska,20142,46078,53214,24256,8774,-99.741615,40.761471,1.0,26
"NE, Scotts Bluff",Nebraska,23220,43444,53463,36883,14690,-103.91282,41.962788,1.0,26
"NE, Scotts Bluff",Nebraska,23220,43444,53463,36883,14690,-103.66254,41.864269,1.0,26
"NE, Logan",Nebraska,22799,44417,52813,787,345,0.0,0.0,0.0,26
"NE, Loup",Nebraska,21499,38125,42917,581,240,0.0,0.0,0.0,26
"NE, Valley",Nebraska,23227,40445,54364,4256,1893,-98.931648,41.59993,1.0,26
"NE, Grant",Nebraska,19968,44167,45865,614,246,0.0,0.0,0.0,26
"NE, McPherson",Nebraska,25339,54926,57981,382,169,0.0,0.0,0.0,26
"NE, Gosper",Nebraska,23266,45893,58583,2005,767,0.0,0.0,0.0,26
"NE, Wheeler",Nebraska,25898,38807,53015,869,379,0.0,0.0,0.0,26
"NE, Otoe",Nebraska,25855,50881,63841,15727,6438,-96.179527,40.662319,1.0,26
"NE, Red Willow",Nebraska,23320,42345,58831,11015,4732,0.0,0.0,0.0,26
"NE, Franklin",Nebraska,26095,43011,56875,3181,1398,0.0,0.0,0.0,26
"NE, Douglas",Nebraska,29180,53325,69754,524697,204226,-96.184937,41.260681,1.0,26
"NE, Clay",Nebraska,23876,46784,54762,6469,2647,0.0,0.0,0.0,26
"NE, Knox",Nebraska,25214,42230,54286,8617,3776,-97.881935,42.733002,1.0,26
"NE, Arthur",Nebraska,17656,40568,48750,507,177,0.0,0.0,0.0,26
"NE, Fillmore",Nebraska,25460,48464,60897,5818,2444,-97.60154,40.525227,1.0,26
"NE, Cherry",Nebraska,25213,45464,54185,5735,2618,-100.54204,42.866756,1.0,26
"NE, Saunders",Nebraska,30039,59870,74235,20800,8142,-96.617393,41.21207800000001,1.0,26
"NE, Thomas",Nebraska,30116,55089,63333,734,323,0.0,0.0,0.0,26
"NE, Cuming",Nebraska,24496,47500,58654,9095,3822,0.0,0.0,0.0,26
"NE, Sarpy",Nebraska,30189,69965,80985,162728,59606,-96.043953,41.154774,1.0,26
"NE, Sarpy",Nebraska,30189,69965,80985,162728,59606,-95.893669,41.139603,1.0,26
"NE, Rock",Nebraska,24501,43500,55625,1436,666,-99.537415,42.585846,1.0,26
"NE, Rock",Nebraska,24501,43500,55625,1436,666,-99.536629,42.582542,1.0,26
"NE, Johnson",Nebraska,19435,42364,53932,5182,1926,0.0,0.0,0.0,26
"NE, Keith",Nebraska,25097,41970,58047,8247,3786,-101.71823,41.126705,1.0,26
"NE, Boyd",Nebraska,23157,41279,51250,2093,938,0.0,0.0,0.0,26
"NE, Gage",Nebraska,24555,47654,61483,22055,9133,-96.670891,40.122585,1.0,26
"NE, Gage",Nebraska,24555,47654,61483,22055,9133,-96.747299,40.273594,1.0,26
"NE, Kimball",Nebraska,24565,42180,52276,3779,1641,0.0,0.0,0.0,26
"NE, Nance",Nebraska,23684,44286,54402,3707,1534,0.0,0.0,0.0,26
"NE, Dodge",Nebraska,24588,48626,57827,36675,15221,-96.705917,41.837742,1.0,26
"NE, Madison",Nebraska,24593,46566,58592,34995,13867,-97.431305,42.018948,1.0,26
"NE, Dawes",Nebraska,21137,40359,62952,9172,3709,0.0,0.0,0.0,26
"NE, Hayes",Nebraska,23749,49125,56125,1142,477,0.0,0.0,0.0,26
"NE, Jefferson",Nebraska,24777,44843,57234,7563,3301,0.0,0.0,0.0,26
"NE, Cedar",Nebraska,25738,48038,58542,8790,3529,0.0,0.0,0.0,26
"NE, Platte",Nebraska,24219,51213,60814,32350,12477,-97.361664,41.440025,1.0,26
"NE, Dixon",Nebraska,23769,47325,57946,5953,2348,0.0,0.0,0.0,26
"NE, Cass",Nebraska,29638,64697,75769,25222,9701,-96.432732,40.81612,1.0,26
"NE, Colfax",Nebraska,23751,51765,61841,10495,3686,0.0,0.0,0.0,26
"NE, Burt",Nebraska,25203,46817,62449,6748,2899,-96.4757,41.937584,1.0,26
"NE, Wayne",Nebraska,24448,52147,69696,9499,3401,-97.019409,42.234245,1.0,26
"NE, Burt",Nebraska,25203,46817,62449,6748,2899,-96.222389,41.775833,1.0,26
"NE, Nuckolls",Nebraska,22448,37594,52127,4462,2119,0.0,0.0,0.0,26
"NE, Cass",Nebraska,29638,64697,75769,25222,9701,-95.907822,41.009624,1.0,26
"NE, Platte",Nebraska,24219,51213,60814,32350,12477,-97.360359,41.430012,1.0,26
"NE, Antelope",Nebraska,25186,43518,54688,6600,2855,0.0,0.0,0.0,26
"NV, Esmeralda",Nevada,20862,30284,51500,979,479,0.0,0.0,0.0,27
"NV, Churchill",Nevada,24716,49830,60951,24572,9253,-118.7763,39.473057,1.0,27
"NV, Churchill",Nevada,24716,49830,60951,24572,9253,-118.78852,39.474842,1.0,27
"NV, Lyon",Nevada,21757,46137,52918,51648,19278,-119.26767,39.382626,1.0,27
"NV, Washoe",Nevada,28670,53040,64556,425495,163198,-119.82786000000002,39.514767,1.0,27
"NV, Washoe",Nevada,28670,53040,64556,425495,163198,-119.74932,39.406372,1.0,27
"NV, Lyon",Nevada,21757,46137,52918,51648,19278,-119.59103,39.238468,1.0,27
"NV, Washoe",Nevada,28670,53040,64556,425495,163198,-119.77046,39.438976,1.0,27
"NV, Washoe",Nevada,28670,53040,64556,425495,163198,-119.85556,39.511257,1.0,27
"NV, Lander",Nevada,29800,72742,75857,5844,2010,0.0,0.0,0.0,27
"NV, Washoe",Nevada,28670,53040,64556,425495,163198,-119.75496,39.534775,1.0,27
"NV, Nye",Nevada,21838,39876,45798,43368,18046,0.0,0.0,0.0,27
"NV, Eureka",Nevada,28056,64632,94648,1804,733,-115.9609,39.511681,1.0,27
"NV, Elko",Nevada,28358,70238,75231,50023,17599,-115.762,40.831699,1.0,27
"NV, Lyon",Nevada,21757,46137,52918,51648,19278,-119.23988,39.606625,1.0,27
"NV, White Pine",Nevada,24435,48586,63982,10023,3357,-114.89451,39.249191,1.0,27
"NV, Washoe",Nevada,28670,53040,64556,425495,163198,-119.81889,39.527321,1.0,27
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-115.32152,36.126343,1.0,27
"NV, Pershing",Nevada,18203,52101,56250,6752,2091,0.0,0.0,0.0,27
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-115.19028,36.170616,1.0,27
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-115.15171,36.246613,1.0,27
"NV, Storey",Nevada,33472,61573,64173,3981,1843,-119.64998,39.309513,1.0,27
"NV, Lincoln",Nevada,22879,40143,48816,5296,1969,-114.5149,37.616661,1.0,27
"NV, Lincoln",Nevada,22879,40143,48816,5296,1969,-114.45081,37.932655,1.0,27
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-115.26997,36.320961,1.0,27
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-115.32167,36.126793,1.0,27
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-115.28733,36.185844,1.0,27
"NV, Lincoln",Nevada,22879,40143,48816,5296,1969,-115.1435,37.33075,1.0,27
"NV, Douglas",Nevada,34123,60100,67597,47035,19455,0.0,0.0,0.0,27
