County,State,per capita income,median household income,median family income,population,number of households,x,y,Has Market,state_nums
"WV, Mineral",West Virginia,19788,31163,48910,28015,11180,-79.00752299999998,39.401157,1.0,47
"WV, Tyler",West Virginia,20704,39206,47671,9120,3712,-80.904663,39.491108,1.0,47
"WV, Kanawha",West Virginia,28174,46085,58481,192311,82756,0.0,0.0,0.0,47
"WV, Taylor",West Virginia,20848,39536,48618,16906,6878,-80.017143,39.340374,1.0,47
"WV, Putnam",West Virginia,27957,54854,65900,56033,21391,-81.995537,38.441891,1.0,47
"WV, Randolph",West Virginia,19595,37276,48547,29399,11163,-79.851463,38.925163,1.0,47
"WV, Tucker",West Virginia,21126,37635,49677,7061,3050,-79.68089300000003,39.096497,1.0,47
"WV, Tucker",West Virginia,21126,37635,49677,7061,3050,-79.498108,39.148998,1.0,47
"WV, Tucker",West Virginia,21126,37635,49677,7061,3050,-79.46860500000003,39.12762100000001,1.0,47
"WV, Upshur",West Virginia,19498,39381,49740,24371,9011,-80.228348,38.992638,1.0,47
"WV, Lewis",West Virginia,21175,36199,44653,16411,6451,-80.465767,39.03755200000001,1.0,47
"WV, Calhoun",West Virginia,18053,31679,41920,7603,3141,-81.09335300000002,38.920013,1.0,47
"WV, Ohio County",West Virginia,26135,41025,57865,44156,18553,0.0,0.0,0.0,47
"WV, Ritchie",West Virginia,17843,35769,45615,10303,4032,-81.041565,39.214245,1.0,47
"WV, Webster",West Virginia,17937,27645,34786,9073,3928,-80.414772,38.477463,1.0,47
"WV, Marion",West Virginia,23229,42152,53822,56666,22593,-80.191689,39.431587,1.0,47
"WV, Barbour",West Virginia,17876,37327,44395,16655,6099,-80.03625500000003,39.15181,1.0,47
"WV, Gilmer",West Virginia,17870,38442,49852,8678,2590,-80.820084,38.941185,1.0,47
"WV, Nicholas",West Virginia,23209,40064,48275,26168,10657,0.0,0.0,0.0,47
"WV, Hampshire",West Virginia,17734,27766,45831,23746,10570,-78.701698,39.329334,1.0,47
"WI, Brown",Wisconsin,27787,53119,67159,250597,98962,-88.011253,44.517944,1.0,48
"WI, Marathon",Wisconsin,27607,53363,64950,134497,53079,-89.62309300000003,44.853863,1.0,48
"WI, Marathon",Wisconsin,27607,53363,64950,134497,53079,-89.667725,44.966095,1.0,48
"WI, Marathon",Wisconsin,27607,53363,64950,134497,53079,-89.758698,44.590401,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.379227,43.035961,1.0,48
"WI, Pepin",Wisconsin,24367,47701,58770,7417,3085,0.0,0.0,0.0,48
"WI, Marathon",Wisconsin,27607,53363,64950,134497,53079,-89.553291,44.905521,1.0,48
"WI, Pierce",Wisconsin,27462,59226,74867,40870,15069,-92.469612,44.733559,1.0,48
"WI, Pierce",Wisconsin,27462,59226,74867,40870,15069,-92.630241,44.84594,1.0,48
"WI, Marathon",Wisconsin,27607,53363,64950,134497,53079,-90.078918,44.796898,1.0,48
"WI, Brown",Wisconsin,27787,53119,67159,250597,98962,-88.064636,44.522209,1.0,48
"WI, Brown",Wisconsin,27787,53119,67159,250597,98962,-88.017128,44.513119,1.0,48
"WI, Buffalo",Wisconsin,24500,47384,58708,13466,5777,-91.70649,44.122253,1.0,48
"WI, Green Lake",Wisconsin,25275,46994,60358,19042,8001,-88.942276,43.968876,1.0,48
"WI, Kewaunee",Wisconsin,25282,53588,67033,20578,8145,-87.452972,44.576908,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.96191400000002,43.181435,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.905052,43.041885,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.939903,43.061501,1.0,48
"WI, Sawyer",Wisconsin,23809,39904,46831,16542,7663,-91.485664,46.011971,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.906021,43.150345,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.995972,42.941963,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.97708100000001,42.958832,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.01634200000002,43.004005,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.963356,42.996956,1.0,48
"WI, Brown",Wisconsin,27787,53119,67159,250597,98962,-88.02068299999998,44.518089,1.0,48
"WI, Price",Wisconsin,23723,42644,53902,14025,6776,-90.395798,45.68755,1.0,48
"WI, Dodge",Wisconsin,24573,53075,64923,88598,33173,-88.71144100000002,43.200043,1.0,48
"WI, Green Lake",Wisconsin,25275,46994,60358,19042,8001,-88.96038100000001,43.845375,1.0,48
"WI, Racine",Wisconsin,27141,54090,66811,195045,75087,-88.276062,42.678463,1.0,48
"WI, Door",Wisconsin,30657,50438,63361,27826,13459,-87.280716,45.049942,1.0,48
"WI, Door",Wisconsin,30657,50438,63361,27826,13459,-87.245354,45.113438,1.0,48
"WI, Door",Wisconsin,30657,50438,63361,27826,13459,-87.375198,44.834251,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.38027199999998,43.071445,1.0,48
"WI, Polk",Wisconsin,25751,48538,58842,43905,18266,-92.466454,45.661911,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.64194499999998,43.111546,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.27948,43.085697,1.0,48
"WI, Lincoln",Wisconsin,24669,49021,61366,28650,12513,-89.683998,45.185398,1.0,48
"WI, Ozaukee",Wisconsin,42041,75457,92262,86708,34108,-87.978889,43.231838,1.0,48
"WI, Ozaukee",Wisconsin,42041,75457,92262,86708,34108,-88.005844,43.323547,1.0,48
"WI, Green Lake",Wisconsin,25275,46994,60358,19042,8001,-89.12406899999998,43.846901,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.39402,43.049992,1.0,48
"WI, Polk",Wisconsin,25751,48538,58842,43905,18266,-92.705215,45.319565,1.0,48
"WI, Grant",Wisconsin,21705,46963,58869,51080,19420,-90.707008,43.135849,1.0,48
"WI, Chippewa",Wisconsin,24628,50551,61420,62676,24456,-91.390205,44.935009,1.0,48
"WI, Grant",Wisconsin,21705,46963,58869,51080,19420,-90.479568,42.735313,1.0,48
"WI, Grant",Wisconsin,21705,46963,58869,51080,19420,-90.479874,42.736019,1.0,48
"WI, Dodge",Wisconsin,24573,53075,64923,88598,33173,-88.630318,43.442436,1.0,48
"WI, Dodge",Wisconsin,24573,53075,64923,88598,33173,-88.703499,43.407001,1.0,48
"WI, Dodge",Wisconsin,24573,53075,64923,88598,33173,-88.432556,43.58876,1.0,48
"WI, Dodge",Wisconsin,24573,53075,64923,88598,33173,-88.563797,43.5289,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-88.004356,43.132572,1.0,48
"WI, Polk",Wisconsin,25751,48538,58842,43905,18266,-92.644531,45.407665,1.0,48
"WI, Lincoln",Wisconsin,24669,49021,61366,28650,12513,-89.7285,45.471401,1.0,48
"WI, Eau Claire",Wisconsin,25287,48090,67630,99788,39754,-91.460297,44.7882,1.0,48
"WI, Juneau",Wisconsin,23343,45297,54255,26673,10194,0.0,0.0,0.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.94593,43.026398,1.0,48
"WI, Clark",Wisconsin,20754,43276,53025,34630,13036,-90.798286,44.959,1.0,48
"WI, Outagamie",Wisconsin,28186,58318,71464,178013,69572,-88.407028,44.262009,1.0,48
"WI, Iron",Wisconsin,23324,39051,49059,5937,2953,-90.19342,46.4622,1.0,48
"WI, Taylor",Wisconsin,23032,44869,56250,20633,8761,-90.332954,45.142174,1.0,48
"WI, Taylor",Wisconsin,23032,44869,56250,20633,8761,-90.346672,45.138027,1.0,48
"WI, Jefferson",Wisconsin,25625,53454,67058,83985,32137,-88.806145,43.005013,1.0,48
"WI, Jefferson",Wisconsin,25625,53454,67058,83985,32137,-88.907967,43.074024,1.0,48
"WI, Columbia",Wisconsin,28273,57922,70208,56647,22735,-89.762886,43.641262,1.0,48
"WI, Columbia",Wisconsin,28273,57922,70208,56647,22735,-89.403091,43.389923,1.0,48
"WI, Jefferson",Wisconsin,25625,53454,67058,83985,32137,-88.984604,43.190399,1.0,48
"WI, Columbia",Wisconsin,28273,57922,70208,56647,22735,-89.461372,43.539429,1.0,48
"WI, Clark",Wisconsin,20754,43276,53025,34630,13036,-90.563202,44.947899,1.0,48
"WI, Columbia",Wisconsin,28273,57922,70208,56647,22735,-89.47197,43.572224,1.0,48
"WI, Jefferson",Wisconsin,25625,53454,67058,83985,32137,-88.72649399999997,43.193779,1.0,48
"WI, Columbia",Wisconsin,28273,57922,70208,56647,22735,-89.0159,43.3396,1.0,48
"WI, Columbia",Wisconsin,28273,57922,70208,56647,22735,-89.014702,43.338902,1.0,48
"WI, Columbia",Wisconsin,28273,57922,70208,56647,22735,-89.103249,43.543232,1.0,48
"WI, Forest",Wisconsin,20462,39963,51207,9255,3739,0.0,0.0,0.0,48
"WI, Bayfield",Wisconsin,25377,44944,55654,15071,6964,-90.900932,46.670731,1.0,48
"WI, Calumet",Wisconsin,28907,65130,75563,49288,18381,-88.154922,44.021145,1.0,48
"WI, Rock",Wisconsin,24094,49435,60120,160345,63309,-89.253304,42.627022,1.0,48
"WI, Rock",Wisconsin,24094,49435,60120,160345,63309,-89.023331,42.683704,1.0,48
"WI, Rock",Wisconsin,24094,49435,60120,160345,63309,-89.298073,42.778988,1.0,48
"WI, Rock",Wisconsin,24094,49435,60120,160345,63309,-89.03555300000002,42.499699,1.0,48
"WI, Columbia",Wisconsin,28273,57922,70208,56647,22735,-89.537849,43.325481,1.0,48
"WI, Clark",Wisconsin,20754,43276,53025,34630,13036,-90.596176,44.559826,1.0,48
"WI, Clark",Wisconsin,20754,43276,53025,34630,13036,-90.496147,44.734814,1.0,48
"WI, Clark",Wisconsin,20754,43276,53025,34630,13036,-90.597969,44.76263400000001,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.91501600000002,42.898212,1.0,48
"WI, Racine",Wisconsin,27141,54090,66811,195045,75087,-87.887596,42.6978,1.0,48
"WI, Langlade",Wisconsin,22974,42389,50629,19838,8758,-89.14939100000002,45.137756,1.0,48
"WI, Barron",Wisconsin,23337,44054,54827,45826,19168,-91.828514,45.443768,1.0,48
"WI, Ashland",Wisconsin,21115,38550,47587,16068,6775,-90.890701,46.5882,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.90070300000002,43.0709,1.0,48
"WI, Menominee",Wisconsin,14710,33333,37321,4292,1220,0.0,0.0,0.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.890488,43.09692800000001,1.0,48
"WI, Barron",Wisconsin,23337,44054,54827,45826,19168,-92.022537,45.533691,1.0,48
"WI, Barron",Wisconsin,23337,44054,54827,45826,19168,-91.81768,45.258835,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.862686,42.91072800000001,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.882515,42.994022,1.0,48
"WI, Rusk",Wisconsin,21004,38658,47825,14571,6430,-91.274696,45.455109,1.0,48
"WI, Rusk",Wisconsin,21004,38658,47825,14571,6430,-91.099243,45.464996,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.87428299999998,42.980152,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-88.008347,43.048824,1.0,48
"WI, Barron",Wisconsin,23337,44054,54827,45826,19168,-92.153709,45.39510300000001,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.923225,43.020672,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.993759,43.014454,1.0,48
"WI, Milwaukee",Wisconsin,24295,43193,55164,950527,379637,-87.915306,43.037231,1.0,48
"WI, Outagamie",Wisconsin,28186,58318,71464,178013,69572,-88.202339,44.503624,1.0,48
"WI, Outagamie",Wisconsin,28186,58318,71464,178013,69572,-88.270981,44.277176,1.0,48
"WI, Outagamie",Wisconsin,28186,58318,71464,178013,69572,-88.406059,44.262466,1.0,48
"WI, Clark",Wisconsin,20754,43276,53025,34630,13036,-90.307144,44.945663,1.0,48
"WI, Clark",Wisconsin,20754,43276,53025,34630,13036,-90.456429,44.580318,1.0,48
"WI, Eau Claire",Wisconsin,25287,48090,67630,99788,39754,-91.504814,44.815338,1.0,48
"WI, Walworth",Wisconsin,27130,54020,68838,102619,39929,-88.647736,42.633167,1.0,48
"WI, Lincoln",Wisconsin,24669,49021,61366,28650,12513,-89.730751,45.47114600000001,1.0,48
"WI, Walworth",Wisconsin,27130,54020,68838,102619,39929,-88.731895,42.832569,1.0,48
"WI, Marquette",Wisconsin,23490,46077,55060,15308,6453,0.0,0.0,0.0,48
"WI, Burnett",Wisconsin,22843,39564,47404,15449,7354,-92.54277,45.772636,1.0,48
"WI, Shawano",Wisconsin,23500,46559,54485,41776,17245,-88.611198,44.779491,1.0,48
"WI, Burnett",Wisconsin,22843,39564,47404,15449,7354,-92.686157,45.774155,1.0,48
"WI, Trempealeau",Wisconsin,25017,49143,61196,29098,11745,-91.316154,44.372429,1.0,48
"WI, Burnett",Wisconsin,22843,39564,47404,15449,7354,-92.680229,45.776363,1.0,48
"WI, Burnett",Wisconsin,22843,39564,47404,15449,7354,-92.381706,45.78371,1.0,48
"WI, Wood",Wisconsin,25961,47685,60258,74469,32037,-89.826736,44.392925,1.0,48
"WI, Wood",Wisconsin,25961,47685,60258,74469,32037,-89.80017099999998,44.387611,1.0,48
"WI, Wood",Wisconsin,25961,47685,60258,74469,32037,-89.81019599999998,44.503296,1.0,48
"WI, Wood",Wisconsin,25961,47685,60258,74469,32037,-90.176804,44.661201,1.0,48
"WI, Portage",Wisconsin,24972,50996,65214,70136,27975,-89.585823,44.523376,1.0,48
"WI, Wood",Wisconsin,25961,47685,60258,74469,32037,-89.832207,44.39381,1.0,48
"WI, Sauk",Wisconsin,25988,52140,65561,62353,25206,-89.993408,43.54961,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.217964,42.911655,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.50202900000002,43.066326,1.0,48
"WI, Richland",Wisconsin,22778,45271,55208,17911,7343,-90.385605,43.33453,1.0,48
"WI, Walworth",Wisconsin,27130,54020,68838,102619,39929,-88.40844,42.654476,1.0,48
"WI, Vernon",Wisconsin,22680,45488,57070,30002,11790,-90.340172,43.650871,1.0,48
"WI, Vernon",Wisconsin,22680,45488,57070,30002,11790,-90.886497,43.565956,1.0,48
"WI, Vernon",Wisconsin,22680,45488,57070,30002,11790,-90.889328,43.554882,1.0,48
"WI, Sheboygan",Wisconsin,26126,52920,65968,115235,46312,-87.944901,43.674999,1.0,48
"WI, Sheboygan",Wisconsin,26126,52920,65968,115235,46312,-87.713257,43.756161,1.0,48
"WI, Sheboygan",Wisconsin,26126,52920,65968,115235,46312,-87.961685,43.752602,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.454803,43.071663,1.0,48
"WI, Crawford",Wisconsin,22549,42235,57472,16578,6772,-90.850197,43.31884,1.0,48
"WI, Sauk",Wisconsin,25988,52140,65561,62353,25206,-89.867104,43.4603,1.0,48
"WI, Crawford",Wisconsin,22549,42235,57472,16578,6772,-91.149956,43.051659,1.0,48
"WI, Waupaca",Wisconsin,25956,50822,61581,52300,21388,-89.084869,44.35784500000001,1.0,48
"WI, Lafayette",Wisconsin,23483,49107,59593,16841,6605,-90.117447,42.677666,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.205093,43.183121,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.210365,43.183411,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.270256,43.168083,1.0,48
"WI, Waushara",Wisconsin,22888,43070,52816,24483,9902,0.0,0.0,0.0,48
"WI, Douglas",Wisconsin,25129,45418,59716,43994,18933,-92.068367,46.722301,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.382935,43.075298,1.0,48
"WI, Douglas",Wisconsin,25129,45418,59716,43994,18933,-91.822411,46.353275,1.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.231285,43.012554,1.0,48
"WI, Douglas",Wisconsin,25129,45418,59716,43994,18933,-92.103897,46.72023,1.0,48
"WI, Douglas",Wisconsin,25129,45418,59716,43994,18933,-92.105453,46.723633,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.533897,42.987499,1.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.497124,43.110207,1.0,48
"WI, Oconto",Wisconsin,25941,51615,62599,37531,15701,0.0,0.0,0.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.11628,42.97121,1.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.117538,43.178726,1.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.301865,42.973476,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.457481,43.074188,1.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.472511,43.013123,1.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.06965600000002,43.104858,1.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.125618,43.057819,1.0,48
"WI, Manitowoc",Wisconsin,25825,48881,63889,81098,34067,-87.569389,44.150112,1.0,48
"WI, Monroe",Wisconsin,23456,49774,61851,44953,17543,-90.503998,43.973999,1.0,48
"WI, Monroe",Wisconsin,23456,49774,61851,44953,17543,-90.811577,43.944393,1.0,48
"WI, Monroe",Wisconsin,23456,49774,61851,44953,17543,-90.811562,43.944672,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.363106,43.128582,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.735825,43.008385,1.0,48
"WI, Waukesha",Wisconsin,37577,75850,92974,391200,153422,-88.338623,42.873608,1.0,48
"WI, Crawford",Wisconsin,22549,42235,57472,16578,6772,-90.873032,43.348896,1.0,48
"WI, Richland",Wisconsin,22778,45271,55208,17911,7343,-90.386696,43.332939,1.0,48
"WI, Jackson",Wisconsin,21849,44149,51692,20506,8112,-90.846481,44.305679,1.0,48
"WI, Fond du Lac",Wisconsin,26368,53820,65103,101666,41267,-88.446976,43.775364,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.339844,43.246674,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.384254,43.074623,1.0,48
"WI, Polk",Wisconsin,25751,48538,58842,43905,18266,-92.362396,45.307201,1.0,48
"WI, Kenosha",Wisconsin,26514,54930,68255,166874,62560,-88.17952,42.517563,1.0,48
"WI, Kenosha",Wisconsin,26514,54930,68255,166874,62560,-87.818062,42.585197,1.0,48
"WI, Oneida",Wisconsin,27041,45759,58214,35868,15797,-89.750191,45.883327,1.0,48
"WI, Jackson",Wisconsin,21849,44149,51692,20506,8112,-90.86232,44.291599,1.0,48
"WI, Kenosha",Wisconsin,26514,54930,68255,166874,62560,-87.81395699999999,42.586624,1.0,48
"WI, Jackson",Wisconsin,21849,44149,51692,20506,8112,-90.850403,44.294552,1.0,48
"WI, Fond du Lac",Wisconsin,26368,53820,65103,101666,41267,-88.44709,43.777851,1.0,48
"WI, Portage",Wisconsin,24972,50996,65214,70136,27975,-89.582458,44.523048,1.0,48
"WI, Adams",Wisconsin,22196,44897,51949,20741,8278,-89.810539,44.21722000000001,1.0,48
"WI, Iowa County",Wisconsin,26625,55659,70079,23709,9610,0.0,0.0,0.0,48
"WI, Winnebago",Wisconsin,26955,51010,66466,167860,68140,-88.55751,44.005318,1.0,48
"WI, Winnebago",Wisconsin,26955,51010,66466,167860,68140,-88.45060699999998,44.200066,1.0,48
"WI, Winnebago",Wisconsin,26955,51010,66466,167860,68140,-88.557373,44.311142,1.0,48
"WI, Winnebago",Wisconsin,26955,51010,66466,167860,68140,-88.540001,44.033249,1.0,48
"WI, Winnebago",Wisconsin,26955,51010,66466,167860,68140,-88.53746,44.022877,1.0,48
"WI, Winnebago",Wisconsin,26955,51010,66466,167860,68140,-88.537575,44.021477,1.0,48
"WI, Winnebago",Wisconsin,26955,51010,66466,167860,68140,-88.738068,44.039852,1.0,48
"WI, Winnebago",Wisconsin,26955,51010,66466,167860,68140,-88.45916,44.18542100000001,1.0,48
"WI, Kenosha",Wisconsin,26514,54930,68255,166874,62560,-88.043098,42.557598,1.0,48
"WI, Fond du Lac",Wisconsin,26368,53820,65103,101666,41267,-88.722664,43.640739,1.0,48
"WI, Washington County",Wisconsin,32020,66159,79911,132186,52053,0.0,0.0,0.0,48
"WI, Florence",Wisconsin,22434,47960,52846,4477,1767,0.0,0.0,0.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.516388,43.094524,1.0,48
"WI, Dunn",Wisconsin,22499,48893,62033,43871,16222,-91.921555,44.875275,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.395424,43.038612,1.0,48
"WI, La Crosse",Wisconsin,26271,51339,69606,115420,45949,-91.233345,43.807526,1.0,48
"WI, Vilas",Wisconsin,26252,40833,50051,21401,10636,-89.25790400000002,45.924629,1.0,48
"WI, Green",Wisconsin,27060,55584,68493,36901,14640,-89.639374,42.601849,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.42400400000002,43.005501,1.0,48
"WI, Washburn",Wisconsin,24850,41924,52635,15842,7348,-91.887245,45.82518,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.389565,43.073132,1.0,48
"WI, St. Croix",Wisconsin,32220,68426,80740,84912,32114,-92.370766,44.966999,1.0,48
"WI, St. Croix",Wisconsin,32220,68426,80740,84912,32114,-92.703255,44.965782,1.0,48
"WI, Walworth",Wisconsin,27130,54020,68838,102619,39929,-88.759689,42.834469,1.0,48
"WI, Marinette",Wisconsin,23555,40490,53495,41632,18573,0.0,0.0,0.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.367729,43.083221,1.0,48
"WI, Green",Wisconsin,27060,55584,68493,36901,14640,-89.63224,42.809612,1.0,48
"WI, Dane",Wisconsin,33712,61721,83509,496762,206982,-89.381844,43.072777,1.0,48
"WI, Dunn",Wisconsin,22499,48893,62033,43871,16222,-91.688248,44.87226500000001,1.0,48
"WY, Laramie",Wyoming,28505,55864,71483,93073,36859,-104.80857,41.161613,1.0,49
"WY, Weston",Wyoming,28764,55461,74531,7153,2975,0.0,0.0,0.0,49
"WY, Big Horn",Wyoming,25119,52589,61910,11741,4462,-108.3879,44.837212,1.0,49
"WY, Albany",Wyoming,24758,42774,67949,36745,15257,-105.58905,41.30415,1.0,49
